"CIU_NAC","LON_CIU_NAC","LAT_CIU_NAC","n"
"Puerto rondon",-71.1030694296,6.27986338565,7
"Puerto salgar",-74.6527181227,5.46497923712,6
"Puerto santander",-71.939286893897,-1.0986758956768,5
"Puerto tejada",-76.4170683658,3.23265929318,11
"Puerto triunfo",-74.6340235664,5.88820840277,5
"Puerto wilches",-73.8981286072,7.34937400169,8
"Pupiales",-77.6396036189,0.8709910533,23
"Purace",-76.4551928003,2.38112661665,10
"Purificacion",-74.9266266553,3.86033814253,10
"Quetame",-73.8629352741,4.32984569491,7
"Quibdo",-76.6511246326,5.69234946505,202
"Quimbaya",-75.7629666878,4.62330250711,9
"Quinchia",-75.7309367872,5.34114674188,15
"Quipama",-74.179166914,5.52344696291,2
"Quipile",-74.5334510616,4.74473436,6
"Ragonvalia",-72.4760192272,7.57746227768,3
"Ramiriqui",-73.3354655533,5.40117777129,20
"Raquira",-73.6322885637,5.53873793625,5
"Remedios",-74.6904627996,7.0287935872,11
"Remolino",-74.716544936,10.7018473844,1
"Repelon",-75.1245913597,10.4943070644,1
"Restrepo",-76.5250791446,3.82289988625,31
"Retiro",-75.5020105794,6.06324258169,11
"Ricaurte",-77.9939922255,1.21122770251,1
"Rio de oro",-73.3870705262,8.29205395597,8
"Rioblanco",-75.6446841365,3.53021377748,5
"Riofrio",-76.2906271153,4.1574581031,2
"Riohacha",-72.9122712549,11.5291254274,56
"Rionegro",-75.3762557551,6.14622006041,267
"Riosucio",-75.7023188489,5.42395347461,106
"Risaralda",-75.7706314648,5.15940031424,46
"Rivera",-75.2548587698,2.77789683275,5
"Roberto payan",-78.2446761093,1.69698691823,1
"Roldanillo",-76.1510315894,4.4135483937,30
"Roncesvalles",-75.606139052,4.0112275185,4
"Rondon",-73.2085952061,5.35703603852,1
"Rovira",-75.2406831254,4.23948330632,4
"Sabana de torres",-73.4983457764,7.39517157701,1
"Sabanagrande",-74.7568486996,10.7907678504,2
"Sabanalarga",-74.9206251244,10.6338334111,19
"Sabaneta",-75.6153508751,6.15089231663,19
"Saboya",-73.7629174335,5.69689929346,8
"Sacama",-72.2488935738,6.09789911488,3
"Sahagun",-75.436794027,8.94250255224,57
"Salamina",-75.4871709558,5.4026014886,89
"Salazar",-72.8087686232,7.7727182846,3
"Saldaña",-75.016636739,3.92679713246,9
"Salento",-75.5707958324,4.63727979262,3
"Salgar",-75.9754359618,5.96116241719,14
"Samaca",-73.4859714562,5.49262740357,11
"Samana",-74.9923802605,5.41307433334,19
"Samaniego",-77.6007321214,1.33227290978,71
"Sampues",-75.379179641,9.1824393291,2
"San agustin",-76.2708135539,1.88147214878,18
"San alberto",-73.4288982244,7.83696761443,21
"San andres",-81.6960414806,12.5829884179,160
"San andres de cuerquia",-75.6727731197,6.92360963908,7
"San andres de sotavento",-75.5713391127,9.05864513693,6
"San andres de sotavento",-75.5086994626,9.14488624683,1
"San antero",-75.762201967,9.3709325454,2
"San antonio",-75.4771786037,3.91585542943,3
"San antonio del tequendama",-74.3518163072,4.61607411706,4
"San benito",-73.509474163,6.1266069813,1
"San benito abad",-75.0313690338,8.92992440782,6
"San bernardo",-77.0470896311,1.51443104538,15
"San bernardo del viento",-75.9540444905,9.35387799342,10
"San carlos",-74.8354218238,6.12831821891,36
"San carlos de guaroa",-73.2415894176,3.7105344843,3
"San diego",-73.1807287956,10.3336927783,3
"San eduardo",-73.0766026379,5.22420661716,3
"San estanislao",-75.1500702017,10.3982507972,1
"San fernando",-74.3349148269,9.21887135796,1
"San francisco",-76.875892028,1.17674026489,22
"San gil",-73.1285702201,6.54927262478,83
"San jacinto",-75.1217447993,9.83065775253,10
"San jeronimo",-75.7278178256,6.44306379215,4
"San joaquin",-72.8677032526,6.42754903664,2
"San jose",-75.7916509882,5.08264286212,1
"San jose de la montaña",-75.6840821906,6.84974120672,2
"San jose de miranda",-72.7333821183,6.65866422031,3
"San jose de pare",-73.5434490918,6.01961048939,2
"San jose del fragua",-75.9736618541,1.33172583849,7
"San jose del guaviare",-72.6400959977,2.57047809895,30
"San jose del palmar",-76.235669636,4.89467123826,3
"San juan de arama",-73.8708009368,3.36910742699,5
"San juan de betulia",-75.2429969111,9.27457243391,4
"San juan de rioseco",-74.621655905,4.84725315287,9
"San juan de uraba",-76.5288897941,8.75949060532,7
"San juan del cesar",-73.0017013871,10.7707349804,28
"San juan nepomuceno",-75.0836663042,9.95138127677,12
"San lorenzo",-77.2152315266,1.50282726517,6
"San luis",-75.0958703911,4.13388114891,11
"San luis de gaceno",-73.1688722705,4.81870508097,6
"San luis de palenque",-71.7312298874,5.4218395761,5
"San marcos",-75.1390223232,8.66403584689,12
"San martin",-73.6959721847,3.70161052639,21
"San martin",-73.510987,7.99958,1
"San martin de loba",-74.0382545181,8.93716481344,7
"San mateo",-72.5549428659,6.40183421353,9
"San miguel",-72.646501116,6.57664344984,2
"San onofre",-75.530327312,9.73339187649,23
"San pablo",-77.0127283397,1.66915803917,10
"San pablo de borbur",-74.0665923317,5.65901775706,3
"San pedro",-76.229433837,3.99415724449,7
"San pedro",-75.5609117195,6.46043452078,14
"San pedro de cartago",-77.1207419723,1.5520849352,5
"San pedro de uraba",-76.3825621279,8.27806430733,7
"San pelayo",-75.8322173185,8.95261525797,4
"San rafael",-75.0282495206,6.29394973638,16
"San roque",-75.0222636421,6.48481184945,9
"San sebastian",-76.6711180206,1.90039533627,5
"San sebastian de buenavista",-74.3474746121,9.24098424823,6
"San vicente de chucuri",-73.4100182808,6.87981334011,16
"San vicente del caguan",-74.2193898159,1.30930863408,22
"San vicente ferrer",-75.3347960432,6.27940487148,16
"San zenon",-74.4997338344,9.24400707382,5
"Sandona",-77.4773138188,1.28128758136,46
"Santa ana",-74.56741811,9.32286178066,4
"Santa barbara",-75.5885104731,5.96365315143,7
"Santa barbara de pinto",-74.6646296726,9.48407099608,108
"Santa cruz",-77.6772944592,1.22164529241,6
"Santa fe de antioquia",-75.8272323818,6.5582689862,15
"Santa isabel",-76.9689800339,1.19200057658,4
"Santa isabel",-75.0946715077,4.71380797974,10
"Santa maria",-75.5867989746,2.93871220405,5
"Santa marta",-74.1883970496,11.2257031416,85
"Santa rosa",-75.3691024298,10.4454727189,1
"Santa rosa de cabal",-75.6240743865,4.87650859907,54
"Santa rosa de osos",-75.46007968,6.64517249597,35
"Santa rosa de viterbo",-72.9823863595,5.87473860404,40
"Santa rosa del sur",-74.0514460679,7.96319110325,22
"Santana",-72.9316301644,5.77845241642,2
"Santander de quilichao",-76.4853458905,3.01128796768,38
"Santiago",-77.0025114068,1.1465700937,12
"Santiago de tolu",-75.5881183393,9.50881495881,7
"Santo domingo",-75.1576575678,6.54370752206,10
"Santo tomas",-74.7524390475,10.7580629353,5
"Santuario",-75.9646784973,5.07367695867,9
"Sapuyes",-77.6222392123,1.03717522709,5
"Saravena",-71.8739494778,6.95387794066,48
"Sardinata",-72.7982608119,8.08058603644,7
"Sasaima",-74.4329479077,4.96211397458,5
"Sativanorte",-72.7078717765,6.13152095194,4
"Sativasur",-72.7120698536,6.093234404,5
"Segovia",-74.6990624579,7.08108247705,21
"Sesquile",-73.7967351846,5.0451953391,13
"Sevilla",-75.9311573268,4.26719134689,25
"Siachoque",-73.2451885941,5.51101900101,8
"Sibate",-74.258749391,4.48787134322,18
"Sibundoy",-76.9212871804,1.2030862151,42
"Silvania",-74.404636826,4.38132922601,9
"Silvia",-76.3727784185,2.61512301644,12
"Simacota",-73.3374093333,6.44347223669,2
"Simijaca",-73.8501021221,5.50477875195,31
"Since",-75.1466720381,9.24448244293,13
"Sincelejo",-75.385219416,9.30015762595,193
"Sipi",-76.6433845475,4.65411491722,2
"Soacha",-74.1949015405,4.58639001648,139
"Soata",-72.6833174046,6.33365418585,41
"Socha",-72.6916265433,5.99685874976,9
"Socorro",-73.2611309592,6.46369097452,38
"Socota",-72.6364603722,6.04117539594,3
"Sogamoso",-72.923236899,5.72486205266,507
"Solano",-75.0658449751,0.988639312542,2
"Soledad",-74.7923421864,10.9056320841,11
"Somondoco",-73.4333122291,4.98580939218,6
"Sonson",-75.3103024361,5.71278805376,39
"Sopetran",-75.745937366,6.50313220449,48
"Sopo",-73.9388852876,4.90694243699,21
"Sora",-73.4498672629,5.56685654075,2
"Sotaquira",-73.2472261796,5.76516635173,1
"Sotara",-76.6141709676,2.25321720309,1
"Suaita",-73.4403162236,6.09835314273,10
"Suarez",-76.695829783,2.95488168766,3
"Suaza",-75.7946571509,1.97693441471,2
"Subachoque",-74.1722359631,4.92837400479,15
"Sucre",-73.7914904516,5.91903257843,15
"Suesca",-73.7983610513,5.10343692597,9
"Supata",-74.2358358078,5.06181223997,3
"Supia",-75.649466209,5.44609993376,38
"Surata",-72.9842771975,7.36717155542,1
"Susa",-73.8136833668,5.45327943347,6
"Susacon",-72.6897880303,6.2307747366,4
"Sutamarchan",-73.6205637062,5.62014390877,4
"Sutatausa",-73.8530083914,5.2473689617,3
"Sutatenza",-73.4520467214,5.02324263103,2
"Tabio",-74.0984754623,4.9164173473,19
"Tado",-76.554776305,5.26542599352,15
"Talaigua nuevo",-74.567911851,9.30540280812,3
"Tamara",-72.1642249065,5.82909664859,7
"Tame",-71.7436532635,6.45653811474,64
"Tamesis",-75.7142215352,5.66517675836,16
"Taminango",-77.2807279183,1.57012763762,24
"Tangua",-77.3942990576,1.09479364234,2
"Tarapaca",-70.0016249985574,-2.4594107942004,2
"Taraza",-75.3997109965,7.58161135295,10
"Tarqui",-75.8267661971,2.10954161946,12
"Tarso",-75.8227902131,5.8654485824,3
"Tasco",-72.7823725547,5.90898896374,9
"Tauramena",-72.7477361123,5.01312278938,5
"Tausa",-73.8875918059,5.19568350829,1
"Tello",-75.1392351017,3.06742822979,1
"Tena",-74.3896312414,4.6552672945,2
"Tenjo",-74.1434518171,4.87171577268,19
"Tenza",-73.4216511523,5.0768315662,1
"Teorama",-73.2869854333,8.43723373402,1
"Teruel",-75.5677286846,2.74125546099,3
"Tesalia",-75.7274434437,2.48591120241,4
"Tibacuy",-74.4525463161,4.34801043663,2
"Tibana",-73.3967445026,5.31618446526,13
"Tibasosa",-72.9996464966,5.74715414319,4
"Tibirita",-73.5046538029,5.05244592211,3
"Tibu",-72.7359193717,8.63971770051,9
"Tierralta",-75.9129139739,8.11258899129,26
"Timana",-75.9323485772,1.97430010243,7
"Timbio",-76.6778696915,2.34972061446,10
"Timbiqui",-77.3847023161,2.71201153608,5
"Tinjaca",-73.6471490956,5.57901932907,1
"Tipacoque",-72.6901923301,6.41502583025,2
"Tiquisio",-74.2966334819057,8.4924392090635,2
"Titiribi",-75.7947081203,6.06294586497,9
"Toca",-73.1845174634,5.56541863786,11
"Tocaima",-74.6359025106,4.46092251893,10
"Tocancipa",-73.9117458065,4.96514274816,4
"Togüi",-73.5135719162,5.93754576969,4
"Toledo",-72.4791068097,7.29935086688,16
"Toluviejo",-75.4395557882,9.45318799461,4
"Tona",-72.9682572651,7.1995257908,1
"Topaga",-72.8333505555,5.76927431898,1
"Toribio",-76.2704930209,2.95370196906,6
"Toro",-76.0784077771,4.60848895439,6
"Tota",-72.9854281572,5.56087990488,1
"Totoro",-76.3981705509,2.51119762737,5
"Trinidad",-71.6626786509,5.41101622376,6
"Trujillo",-76.3216244643,4.20933453331,8
"Tubara",-74.9786114088,10.8739845528,1
"Tuchin",-75.5451720804879,9.2233581583033,106
"Tulua",-76.1971756038,4.08535846473,122
"Tumaco",-78.789400969,1.75029972282,65
"Tunja",-73.3543638186,5.53937063584,715
"Tunungua",-73.9330350622,5.73040797901,1
"Tuquerres",-77.6178536323,1.08663901074,89
"Turbaco",-75.4155469089,10.3357902885,1
"Turbana",-75.4443201111,10.2707782012,1
"Turbo",-76.7264318312,8.094096738,23
"Turmeque",-73.4885656969,5.32384575013,13
"Tuta",-73.2258853682,5.69072807998,6
"Ubala",-73.5323067672,4.74817719383,5
"Ubaque",-73.9341737281,4.48378896934,2
"Umbita",-73.4574526682,5.21775307518,6
"Une",-74.0252070679,4.40260375845,13
"Unguia",-77.1055624178622,8.1237324270678,4
"Uramita",-76.1704105356,6.89359302294,2
"Uribia",-72.2657462846,11.7152021401,3
"Urrao",-76.132240466,6.31400117617,24
"Urumita",-73.0133716879,10.5599833381,3
"Utica",-74.4835295388,5.19089695391,2
"Valdivia",-75.4397119153,7.16313768064,6
"Valle del guamuez",-76.9050395058,0.423905142192,17
"Valledupar",-73.2586483431,10.4615184337,296
"Valparaiso",-75.7053662852,1.19761525166,13
"Vegachi",-74.7932517607,6.76716219931,5
"Velez",-73.6745204194,6.00758055992,43
"Venadillo",-74.9293838114,4.71677806822,8
"Venecia",-74.4777195337,4.08916639341,16
"Ventaquemada",-73.5206324064,5.36925188265,6
"Vergara",-74.3454678068,5.11812063068,1
"Versalles",-76.1995094028,4.57582061586,8
"Vetas",-72.8707413209,7.30938136063,1
"Viani",-74.5614873454,4.87524411005,1
"Victoria",-74.9106926322,5.31706445035,6
"Vigia del fuerte",-76.8963475885,6.5887941127,9
"Villa de leyva",-73.5264455074,5.63623795957,21
"Villa de san diego de ubate",-73.819612402,5.30516427858,60
"Villa del rosario",-72.4705192458,7.84904659595,6
"Villa rica",-76.4616137142,3.17492271254,2
"Villagarzon",-76.6168096886,1.02995420604,21
"Villahermosa",-75.117789876,5.03029544523,5
"Villamaria",-75.5512346168,4.95994125575,84
"Villanueva",-72.9775939067,10.610184984,32
"Villapinzon",-73.5968135965,5.21481263033,14
"Villarrica",-74.6005986903,3.93692155457,6
"Villavicencio",-73.626877897,4.12295758045,595
"Villavieja",-75.2181443889,3.21924054733,1
"Villeta",-74.4728933192,5.00942832997,40
"Viota",-74.5229563819,4.44050176757,7
"Viracacha",-73.2966647004,5.43670756257,4
"Vistahermosa",-73.7525233173,3.12759895118,7
"Viterbo",-75.8707592879,5.06286441938,8
"Yacopi",-74.3384266368,5.45953992922,2
"Yacuanquer",-77.4029913489,1.11562696069,5
"Yaguara",-75.5182961686,2.66479668805,3
"Yali",-74.8411747571,6.66825257998,13
"Yarumal",-75.4195984062,6.96557970001,105
"Yolombo",-75.0135287985,6.59468858167,21
"Yondo",-73.9098900752,7.00260352994,2
"Yopal",-72.3937905332,5.33249117563,114
"Yotoco",-76.3830866804,3.86106676244,6
"Yumbo",-76.4976116712,3.54053354875,5
"Zambrano",-74.8258813861,9.75140245083,1
"Zapatoca",-73.2708555059,6.81384406691,2
"Zaragoza",-74.8679617402,7.488149672,11
"Zarzal",-76.0717481661,4.39042846549,14
"Zetaquira",-73.1720299685,5.28434656469,1
"Zipacon",-74.3794037269,4.76009498133,4
"Zipaquira",-73.9924030664,5.02348294157,273
"Zona bananera",-74.1727095958,10.9052488307,1
NA,NA,NA,36922
