"YEAR","TIPO_NIVEL","DEP_NAC","CIU_NAC","SEDE_NOMBRE_MAT","n","codigos","codsede"
2009,"Postgrado","ANTIOQUIA","ABEJORRAL","SEDE MEDELLIN  ",3,"05-002","s_medellin  "
2009,"Postgrado","ANTIOQUIA","AMALFI","SEDE MEDELLIN  ",1,"05-031","s_medellin  "
2009,"Postgrado","ANTIOQUIA","ANDES","SEDE MEDELLIN  ",1,"05-034","s_medellin  "
2009,"Postgrado","ANTIOQUIA","ANGELOPOLIS","SEDE MEDELLIN  ",1,"05-036","s_medellin  "
2009,"Postgrado","ANTIOQUIA","ARMENIA","SEDE BOGOTA  ",2,"05-059","s_bogota  "
2009,"Postgrado","ANTIOQUIA","ARMENIA","SEDE MEDELLIN  ",1,"05-059","s_medellin  "
2009,"Postgrado","ANTIOQUIA","BARBOSA","SEDE BOGOTA  ",1,"05-079","s_bogota  "
2009,"Postgrado","ANTIOQUIA","BELLO","SEDE MEDELLIN  ",2,"05-088","s_medellin  "
2009,"Postgrado","ANTIOQUIA","CAROLINA","SEDE MEDELLIN  ",1,"05-150","s_medellin  "
2009,"Postgrado","ANTIOQUIA","CISNEROS","SEDE MEDELLIN  ",4,"05-190","s_medellin  "
2009,"Postgrado","ANTIOQUIA","DONMATIAS","SEDE MEDELLIN  ",1,"05-237","s_medellin  "
2009,"Postgrado","ANTIOQUIA","EL BAGRE","SEDE MEDELLIN  ",1,"05-250","s_medellin  "
2009,"Postgrado","ANTIOQUIA","ENVIGADO","SEDE MEDELLIN  ",1,"05-266","s_medellin  "
2009,"Postgrado","ANTIOQUIA","GRANADA","SEDE BOGOTA  ",2,"05-313","s_bogota  "
2009,"Postgrado","ANTIOQUIA","GUARNE","SEDE MEDELLIN  ",1,"05-318","s_medellin  "
2009,"Postgrado","ANTIOQUIA","HELICONIA","SEDE MEDELLIN  ",1,"05-347","s_medellin  "
2009,"Postgrado","ANTIOQUIA","ITAGUI","SEDE MEDELLIN  ",3,"05-360","s_medellin  "
2009,"Postgrado","ANTIOQUIA","ITUANGO","SEDE MEDELLIN  ",1,"05-361","s_medellin  "
2009,"Postgrado","ANTIOQUIA","JERICO","SEDE BOGOTA  ",1,"05-368","s_bogota  "
2009,"Postgrado","ANTIOQUIA","LA CEJA","SEDE MANIZALES  ",1,"05-376","s_manizales  "
2009,"Postgrado","ANTIOQUIA","LA UNION","SEDE BOGOTA  ",1,"05-400","s_bogota  "
2009,"Postgrado","ANTIOQUIA","LA UNION","SEDE MEDELLIN  ",1,"05-400","s_medellin  "
2009,"Postgrado","ANTIOQUIA","MARINILLA","SEDE MEDELLIN  ",1,"05-440","s_medellin  "
2009,"Postgrado","ANTIOQUIA","MEDELLIN","SEDE BOGOTA  ",10,"05-001","s_bogota  "
2009,"Postgrado","ANTIOQUIA","MEDELLIN","SEDE MANIZALES  ",2,"05-001","s_manizales  "
2009,"Postgrado","ANTIOQUIA","MEDELLIN","SEDE MEDELLIN  ",145,"05-001","s_medellin  "
2009,"Postgrado","ANTIOQUIA","PUERTO BERRIO","SEDE MEDELLIN  ",1,"05-579","s_medellin  "
2009,"Postgrado","ANTIOQUIA","REMEDIOS","SEDE MEDELLIN  ",1,"05-604","s_medellin  "
2009,"Postgrado","ANTIOQUIA","RIONEGRO","SEDE MEDELLIN  ",1,"05-615","s_medellin  "
2009,"Postgrado","ANTIOQUIA","SALGAR","SEDE MEDELLIN  ",1,"05-642","s_medellin  "
2009,"Postgrado","ANTIOQUIA","SAN ANDRES DE CUERQUIA","SEDE BOGOTA  ",2,"05-647","s_bogota  "
2009,"Postgrado","ANTIOQUIA","SANTO DOMINGO","SEDE MEDELLIN  ",1,"05-690","s_medellin  "
2009,"Postgrado","ANTIOQUIA","SONSON","SEDE MEDELLIN  ",1,"05-756","s_medellin  "
2009,"Postgrado","ANTIOQUIA","TAMESIS","SEDE MEDELLIN  ",1,"05-789","s_medellin  "
2009,"Postgrado","ANTIOQUIA","TITIRIBI","SEDE MEDELLIN  ",1,"05-809","s_medellin  "
2009,"Postgrado","ANTIOQUIA","URRAO","SEDE BOGOTA  ",1,"05-847","s_bogota  "
2009,"Postgrado","ANTIOQUIA","URRAO","SEDE MEDELLIN  ",1,"05-847","s_medellin  "
2009,"Postgrado","ANTIOQUIA","ZARAGOZA","SEDE MEDELLIN  ",1,"05-895","s_medellin  "
2009,"Postgrado","ARAUCA","ARAUCA","SEDE BOGOTA  ",2,"81-001","s_bogota  "
2009,"Postgrado","ARAUCA","CRAVO NORTE","SEDE BOGOTA  ",2,"81-220","s_bogota  "
2009,"Postgrado","ATLANTICO","BARRANQUILLA","SEDE BOGOTA  ",7,"08-001","s_bogota  "
2009,"Postgrado","ATLANTICO","BARRANQUILLA","SEDE MEDELLIN  ",2,"08-001","s_medellin  "
2009,"Postgrado","ATLANTICO","JUAN DE ACOSTA","SEDE BOGOTA  ",1,"08-372","s_bogota  "
2009,"Postgrado","BOGOTA D.C","BOGOTA D.C.","SEDE AMAZONIA  ",2,"11-001","s_amazonia  "
2009,"Postgrado","BOGOTA D.C","BOGOTA D.C.","SEDE BOGOTA  ",479,"11-001","s_bogota  "
2009,"Postgrado","BOGOTA D.C","BOGOTA D.C.","SEDE MEDELLIN  ",4,"11-001","s_medellin  "
2009,"Postgrado","BOGOTA D.C","BOGOTA D.C.","SEDE PALMIRA  ",1,"11-001","s_palmira  "
2009,"Postgrado","BOLIVAR","CARTAGENA DE INDIAS","SEDE BOGOTA  ",11,"13-001","s_bogota  "
2009,"Postgrado","BOLIVAR","CARTAGENA DE INDIAS","SEDE MEDELLIN  ",2,"13-001","s_medellin  "
2009,"Postgrado","BOLIVAR","MAGANGUE","SEDE BOGOTA  ",1,"13-430","s_bogota  "
2009,"Postgrado","BOYACA","CHIQUINQUIRA","SEDE BOGOTA  ",4,"15-176","s_bogota  "
2009,"Postgrado","BOYACA","CHITARAQUE","SEDE BOGOTA  ",1,"15-185","s_bogota  "
2009,"Postgrado","BOYACA","CUCAITA","SEDE BOGOTA  ",1,"15-224","s_bogota  "
2009,"Postgrado","BOYACA","DUITAMA","SEDE BOGOTA  ",7,"15-238","s_bogota  "
2009,"Postgrado","BOYACA","EL COCUY","SEDE BOGOTA  ",1,"15-244","s_bogota  "
2009,"Postgrado","BOYACA","FIRAVITOBA","SEDE BOGOTA  ",1,"15-272","s_bogota  "
2009,"Postgrado","BOYACA","GAMEZA","SEDE BOGOTA  ",1,"15-296","s_bogota  "
2009,"Postgrado","BOYACA","GARAGOA","SEDE BOGOTA  ",3,"15-299","s_bogota  "
2009,"Postgrado","BOYACA","GUACAMAYAS","SEDE BOGOTA  ",1,"15-317","s_bogota  "
2009,"Postgrado","BOYACA","GUATEQUE","SEDE BOGOTA  ",1,"15-322","s_bogota  "
2009,"Postgrado","BOYACA","GUAYATA","SEDE BOGOTA  ",1,"15-325","s_bogota  "
2009,"Postgrado","BOYACA","MONGUA","SEDE BOGOTA  ",1,"15-464","s_bogota  "
2009,"Postgrado","BOYACA","PAIPA","SEDE BOGOTA  ",2,"15-516","s_bogota  "
2009,"Postgrado","BOYACA","PAJARITO","SEDE BOGOTA  ",1,"15-518","s_bogota  "
2009,"Postgrado","BOYACA","PAZ DE RIO","SEDE BOGOTA  ",1,"15-537","s_bogota  "
2009,"Postgrado","BOYACA","PESCA","SEDE MEDELLIN  ",1,"15-542","s_medellin  "
2009,"Postgrado","BOYACA","RAMIRIQUI","SEDE BOGOTA  ",1,"15-599","s_bogota  "
2009,"Postgrado","BOYACA","SAN MATEO","SEDE BOGOTA  ",1,"15-673","s_bogota  "
2009,"Postgrado","BOYACA","SANTA ROSA DE VITERBO","SEDE BOGOTA  ",2,"15-693","s_bogota  "
2009,"Postgrado","BOYACA","SOATA","SEDE BOGOTA  ",3,"15-753","s_bogota  "
2009,"Postgrado","BOYACA","SOCHA","SEDE BOGOTA  ",1,"15-757","s_bogota  "
2009,"Postgrado","BOYACA","SOGAMOSO","SEDE BOGOTA  ",12,"15-759","s_bogota  "
2009,"Postgrado","BOYACA","TENZA","SEDE BOGOTA  ",1,"15-798","s_bogota  "
2009,"Postgrado","BOYACA","TUNJA","SEDE BOGOTA  ",13,"15-001","s_bogota  "
2009,"Postgrado","BOYACA","TUNJA","SEDE MEDELLIN  ",4,"15-001","s_medellin  "
2009,"Postgrado","BOYACA","VENTAQUEMADA","SEDE BOGOTA  ",2,"15-861","s_bogota  "
2009,"Postgrado","CALDAS","AGUADAS","SEDE MEDELLIN  ",2,"17-013","s_medellin  "
2009,"Postgrado","CALDAS","CHINCHINA","SEDE BOGOTA  ",2,"17-174","s_bogota  "
2009,"Postgrado","CALDAS","CHINCHINA","SEDE MANIZALES  ",1,"17-174","s_manizales  "
2009,"Postgrado","CALDAS","CHINCHINA","SEDE MEDELLIN  ",1,"17-174","s_medellin  "
2009,"Postgrado","CALDAS","MANIZALES","SEDE BOGOTA  ",8,"17-001","s_bogota  "
2009,"Postgrado","CALDAS","MANIZALES","SEDE MANIZALES  ",33,"17-001","s_manizales  "
2009,"Postgrado","CALDAS","MANIZALES","SEDE MEDELLIN  ",4,"17-001","s_medellin  "
2009,"Postgrado","CALDAS","MANIZALES","SEDE PALMIRA  ",1,"17-001","s_palmira  "
2009,"Postgrado","CALDAS","RIOSUCIO","SEDE MANIZALES  ",1,"17-614","s_manizales  "
2009,"Postgrado","CALDAS","RISARALDA","SEDE BOGOTA  ",1,"17-616","s_bogota  "
2009,"Postgrado","CALDAS","SAMANA","SEDE BOGOTA  ",1,"17-662","s_bogota  "
2009,"Postgrado","CALDAS","SUPIA","SEDE MEDELLIN  ",1,"17-777","s_medellin  "
2009,"Postgrado","CALDAS","VILLAMARIA","SEDE BOGOTA  ",1,"17-873","s_bogota  "
2009,"Postgrado","CALDAS","VILLAMARIA","SEDE MANIZALES  ",1,"17-873","s_manizales  "
2009,"Postgrado","CAQUETA","FLORENCIA","SEDE BOGOTA  ",2,"18-001","s_bogota  "
2009,"Postgrado","CAQUETA","PUERTO RICO","SEDE BOGOTA  ",1,"18-592","s_bogota  "
2009,"Postgrado","CASANARE","AGUAZUL","SEDE BOGOTA  ",1,"85-010","s_bogota  "
2009,"Postgrado","CASANARE","YOPAL","SEDE BOGOTA  ",1,"85-001","s_bogota  "
2009,"Postgrado","CAUCA","BALBOA","SEDE MEDELLIN  ",1,"19-075","s_medellin  "
2009,"Postgrado","CAUCA","CALOTO","SEDE MANIZALES  ",1,"19-142","s_manizales  "
2009,"Postgrado","CAUCA","EL TAMBO","SEDE BOGOTA  ",1,"19-256","s_bogota  "
2009,"Postgrado","CAUCA","POPAYAN","SEDE BOGOTA  ",5,"19-001","s_bogota  "
2009,"Postgrado","CAUCA","POPAYAN","SEDE MEDELLIN  ",2,"19-001","s_medellin  "
2009,"Postgrado","CAUCA","POPAYAN","SEDE PALMIRA  ",1,"19-001","s_palmira  "
2009,"Postgrado","CAUCA","TIMBIO","SEDE BOGOTA  ",1,"19-807","s_bogota  "
2009,"Postgrado","CAUCA","TIMBIO","SEDE PALMIRA  ",1,"19-807","s_palmira  "
2009,"Postgrado","CESAR","AGUSTIN CODAZZI","SEDE MEDELLIN  ",1,"20-013","s_medellin  "
2009,"Postgrado","CESAR","CHIRIGUANA","SEDE BOGOTA  ",1,"20-178","s_bogota  "
2009,"Postgrado","CESAR","EL COPEY","SEDE BOGOTA  ",1,"20-238","s_bogota  "
2009,"Postgrado","CESAR","VALLEDUPAR","SEDE BOGOTA  ",3,"20-001","s_bogota  "
2009,"Postgrado","CESAR","VALLEDUPAR","SEDE MEDELLIN  ",3,"20-001","s_medellin  "
2009,"Postgrado","CHOCO","BAGADO","SEDE MEDELLIN  ",1,"27-073","s_medellin  "
2009,"Postgrado","CHOCO","ISTMINA","SEDE MEDELLIN  ",1,"27-361","s_medellin  "
2009,"Postgrado","CHOCO","QUIBDO","SEDE MANIZALES  ",1,"27-001","s_manizales  "
2009,"Postgrado","CHOCO","QUIBDO","SEDE MEDELLIN  ",3,"27-001","s_medellin  "
2009,"Postgrado","CORDOBA","CERETE","SEDE BOGOTA  ",1,"23-162","s_bogota  "
2009,"Postgrado","CORDOBA","CERETE","SEDE MEDELLIN  ",1,"23-162","s_medellin  "
2009,"Postgrado","CORDOBA","LORICA","SEDE BOGOTA  ",1,"23-417","s_bogota  "
2009,"Postgrado","CORDOBA","MONTERIA","SEDE BOGOTA  ",3,"23-001","s_bogota  "
2009,"Postgrado","CORDOBA","MONTERIA","SEDE MEDELLIN  ",1,"23-001","s_medellin  "
2009,"Postgrado","CORDOBA","PLANETA RICA","SEDE MEDELLIN  ",1,"23-555","s_medellin  "
2009,"Postgrado","CORDOBA","SAHAGUN","SEDE BOGOTA  ",1,"23-660","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","ALBAN","SEDE BOGOTA  ",1,"25-019","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","ARBELAEZ","SEDE BOGOTA  ",1,"25-053","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","CARMEN DE CARUPA","SEDE BOGOTA  ",1,"25-154","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","CHAGUANI","SEDE BOGOTA  ",1,"25-168","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","CHIA","SEDE BOGOTA  ",1,"25-175","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","CHOACHI","SEDE BOGOTA  ",1,"25-181","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","CHOCONTA","SEDE BOGOTA  ",1,"25-183","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","EL COLEGIO","SEDE BOGOTA  ",1,"25-245","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","FACATATIVA","SEDE BOGOTA  ",2,"25-269","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","FUSAGASUGA","SEDE BOGOTA  ",4,"25-290","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","GACHETA","SEDE BOGOTA  ",1,"25-297","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","GIRARDOT","SEDE BOGOTA  ",1,"25-307","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","GUASCA","SEDE BOGOTA  ",1,"25-322","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","GUATAVITA","SEDE BOGOTA  ",1,"25-326","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","LA CALERA","SEDE BOGOTA  ",1,"25-377","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","LA MESA","SEDE BOGOTA  ",1,"25-386","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","LA MESA","SEDE MANIZALES  ",1,"25-386","s_manizales  "
2009,"Postgrado","CUNDINAMARCA","LENGUAZAQUE","SEDE BOGOTA  ",1,"25-407","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","MACHETA","SEDE BOGOTA  ",1,"25-426","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","MADRID","SEDE BOGOTA  ",1,"25-430","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","PACHO","SEDE BOGOTA  ",1,"25-513","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","PASCA","SEDE BOGOTA  ",1,"25-535","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","PUERTO SALGAR","SEDE MANIZALES  ",1,"25-572","s_manizales  "
2009,"Postgrado","CUNDINAMARCA","VILLA DE SAN DIEGO DE UBATE","SEDE BOGOTA  ",3,"25-843","s_bogota  "
2009,"Postgrado","CUNDINAMARCA","ZIPAQUIRA","SEDE BOGOTA  ",5,"25-899","s_bogota  "
2009,"Postgrado","HUILA","ALGECIRAS","SEDE BOGOTA  ",1,"41-020","s_bogota  "
2009,"Postgrado","HUILA","CAMPOALEGRE","SEDE BOGOTA  ",1,"41-132","s_bogota  "
2009,"Postgrado","HUILA","LA PLATA","SEDE BOGOTA  ",1,"41-396","s_bogota  "
2009,"Postgrado","HUILA","NEIVA","SEDE BOGOTA  ",6,"41-001","s_bogota  "
2009,"Postgrado","HUILA","PAICOL","SEDE BOGOTA  ",1,"41-518","s_bogota  "
2009,"Postgrado","HUILA","SAN AGUSTIN","SEDE BOGOTA  ",1,"41-668","s_bogota  "
2009,"Postgrado","HUILA","SAN AGUSTIN","SEDE MANIZALES  ",1,"41-668","s_manizales  "
2009,"Postgrado","LA GUAJIRA","FONSECA","SEDE BOGOTA  ",1,"44-279","s_bogota  "
2009,"Postgrado","MAGDALENA","GUAMAL","SEDE BOGOTA  ",3,"47-318","s_bogota  "
2009,"Postgrado","MAGDALENA","PEDRAZA","SEDE BOGOTA  ",2,"47-541","s_bogota  "
2009,"Postgrado","MAGDALENA","SANTA MARTA","SEDE BOGOTA  ",2,"47-001","s_bogota  "
2009,"Postgrado","MAGDALENA","SANTA MARTA","SEDE MEDELLIN  ",1,"47-001","s_medellin  "
2009,"Postgrado","META","MESETAS","SEDE BOGOTA  ",1,"50-330","s_bogota  "
2009,"Postgrado","META","VILLAVICENCIO","SEDE BOGOTA  ",3,"50-001","s_bogota  "
2009,"Postgrado","NA","NA","SEDE AMAZONIA  ",4,NA,"s_amazonia  "
2009,"Postgrado","NA","NA","SEDE BOGOTA  ",1065,NA,"s_bogota  "
2009,"Postgrado","NA","NA","SEDE MANIZALES  ",66,NA,"s_manizales  "
2009,"Postgrado","NA","NA","SEDE MEDELLIN  ",127,NA,"s_medellin  "
2009,"Postgrado","NA","NA","SEDE PALMIRA  ",19,NA,"s_palmira  "
2009,"Postgrado","NARIÑO","ANCUYA","SEDE BOGOTA  ",1,"52-036","s_bogota  "
2009,"Postgrado","NARIÑO","BARBACOAS","SEDE BOGOTA  ",1,"52-079","s_bogota  "
2009,"Postgrado","NARIÑO","GUACHUCAL","SEDE BOGOTA  ",1,"52-317","s_bogota  "
2009,"Postgrado","NARIÑO","IPIALES","SEDE BOGOTA  ",3,"52-356","s_bogota  "
2009,"Postgrado","NARIÑO","IPIALES","SEDE MANIZALES  ",3,"52-356","s_manizales  "
2009,"Postgrado","NARIÑO","IPIALES","SEDE MEDELLIN  ",1,"52-356","s_medellin  "
2009,"Postgrado","NARIÑO","LA CRUZ","SEDE MANIZALES  ",1,"52-378","s_manizales  "
2009,"Postgrado","NARIÑO","LINARES","SEDE MEDELLIN  ",1,"52-411","s_medellin  "
2009,"Postgrado","NARIÑO","PASTO","SEDE BOGOTA  ",18,"52-001","s_bogota  "
2009,"Postgrado","NARIÑO","PASTO","SEDE MEDELLIN  ",3,"52-001","s_medellin  "
2009,"Postgrado","NORTE DE SANTANDER","CHITAGA","SEDE BOGOTA  ",1,"54-174","s_bogota  "
2009,"Postgrado","NORTE DE SANTANDER","CONVENCION","SEDE BOGOTA  ",1,"54-206","s_bogota  "
2009,"Postgrado","NORTE DE SANTANDER","CUCUTA","SEDE BOGOTA  ",15,"54-001","s_bogota  "
2009,"Postgrado","NORTE DE SANTANDER","CUCUTA","SEDE MANIZALES  ",1,"54-001","s_manizales  "
2009,"Postgrado","NORTE DE SANTANDER","CUCUTA","SEDE MEDELLIN  ",2,"54-001","s_medellin  "
2009,"Postgrado","NORTE DE SANTANDER","OCAÑA","SEDE BOGOTA  ",1,"54-498","s_bogota  "
2009,"Postgrado","NORTE DE SANTANDER","PAMPLONA","SEDE BOGOTA  ",4,"54-518","s_bogota  "
2009,"Postgrado","NORTE DE SANTANDER","SANTIAGO","SEDE BOGOTA  ",1,"54-680","s_bogota  "
2009,"Postgrado","NORTE DE SANTANDER","VILLA DEL ROSARIO","SEDE BOGOTA  ",1,"54-874","s_bogota  "
2009,"Postgrado","PUTUMAYO","MOCOA","SEDE BOGOTA  ",1,"86-001","s_bogota  "
2009,"Postgrado","PUTUMAYO","SIBUNDOY","SEDE MEDELLIN  ",1,"86-749","s_medellin  "
2009,"Postgrado","RISARALDA","LA VIRGINIA","SEDE BOGOTA  ",1,"66-400","s_bogota  "
2009,"Postgrado","RISARALDA","LA VIRGINIA","SEDE MANIZALES  ",1,"66-400","s_manizales  "
2009,"Postgrado","RISARALDA","PEREIRA","SEDE BOGOTA  ",2,"66-001","s_bogota  "
2009,"Postgrado","RISARALDA","PEREIRA","SEDE MANIZALES  ",2,"66-001","s_manizales  "
2009,"Postgrado","RISARALDA","PEREIRA","SEDE MEDELLIN  ",2,"66-001","s_medellin  "
2009,"Postgrado","RISARALDA","SANTA ROSA DE CABAL","SEDE BOGOTA  ",1,"66-682","s_bogota  "
2009,"Postgrado","SANTANDER","BARRANCABERMEJA","SEDE BOGOTA  ",1,"68-081","s_bogota  "
2009,"Postgrado","SANTANDER","BUCARAMANGA","SEDE BOGOTA  ",25,"68-001","s_bogota  "
2009,"Postgrado","SANTANDER","CONTRATACION","SEDE BOGOTA  ",1,"68-211","s_bogota  "
2009,"Postgrado","SANTANDER","GUACA","SEDE BOGOTA  ",1,"68-318","s_bogota  "
2009,"Postgrado","SANTANDER","LANDAZURI","SEDE BOGOTA  ",1,"68-385","s_bogota  "
2009,"Postgrado","SANTANDER","MACARAVITA","SEDE BOGOTA  ",1,"68-425","s_bogota  "
2009,"Postgrado","SANTANDER","MALAGA","SEDE BOGOTA  ",5,"68-432","s_bogota  "
2009,"Postgrado","SANTANDER","MOGOTES","SEDE BOGOTA  ",1,"68-464","s_bogota  "
2009,"Postgrado","SANTANDER","PIEDECUESTA","SEDE BOGOTA  ",1,"68-547","s_bogota  "
2009,"Postgrado","SANTANDER","SAN GIL","SEDE BOGOTA  ",2,"68-679","s_bogota  "
2009,"Postgrado","SANTANDER","SAN VICENTE DE CHUCURI","SEDE BOGOTA  ",1,"68-689","s_bogota  "
2009,"Postgrado","SANTANDER","SOCORRO","SEDE BOGOTA  ",3,"68-755","s_bogota  "
2009,"Postgrado","SANTANDER","SUAITA","SEDE BOGOTA  ",1,"68-770","s_bogota  "
2009,"Postgrado","SANTANDER","VELEZ","SEDE BOGOTA  ",1,"68-861","s_bogota  "
2009,"Postgrado","SANTANDER","VETAS","SEDE BOGOTA  ",1,"68-867","s_bogota  "
2009,"Postgrado","SANTANDER","ZAPATOCA","SEDE BOGOTA  ",1,"68-895","s_bogota  "
2009,"Postgrado","SUCRE","SAN BENITO ABAD","SEDE BOGOTA  ",1,"70-678","s_bogota  "
2009,"Postgrado","SUCRE","SINCELEJO","SEDE BOGOTA  ",1,"70-001","s_bogota  "
2009,"Postgrado","SUCRE","SINCELEJO","SEDE MEDELLIN  ",2,"70-001","s_medellin  "
2009,"Postgrado","TOLIMA","CHAPARRAL","SEDE BOGOTA  ",2,"73-168","s_bogota  "
2009,"Postgrado","TOLIMA","ESPINAL","SEDE BOGOTA  ",1,"73-268","s_bogota  "
2009,"Postgrado","TOLIMA","HONDA","SEDE BOGOTA  ",2,"73-349","s_bogota  "
2009,"Postgrado","TOLIMA","IBAGUE","SEDE BOGOTA  ",20,"73-001","s_bogota  "
2009,"Postgrado","TOLIMA","LIBANO","SEDE BOGOTA  ",1,"73-411","s_bogota  "
2009,"Postgrado","TOLIMA","ORTEGA","SEDE BOGOTA  ",2,"73-504","s_bogota  "
2009,"Postgrado","TOLIMA","VILLAHERMOSA","SEDE BOGOTA  ",1,"73-870","s_bogota  "
2009,"Postgrado","VALLE DEL CAUCA","ALCALA","SEDE BOGOTA  ",1,"76-020","s_bogota  "
2009,"Postgrado","VALLE DEL CAUCA","BUGA","SEDE BOGOTA  ",1,"76-111","s_bogota  "
2009,"Postgrado","VALLE DEL CAUCA","BUGA","SEDE MEDELLIN  ",1,"76-111","s_medellin  "
2009,"Postgrado","VALLE DEL CAUCA","CALI","SEDE BOGOTA  ",16,"76-001","s_bogota  "
2009,"Postgrado","VALLE DEL CAUCA","CALI","SEDE MEDELLIN  ",2,"76-001","s_medellin  "
2009,"Postgrado","VALLE DEL CAUCA","CARTAGO","SEDE BOGOTA  ",1,"76-147","s_bogota  "
2009,"Postgrado","VALLE DEL CAUCA","PALMIRA","SEDE BOGOTA  ",1,"76-520","s_bogota  "
2009,"Postgrado","VALLE DEL CAUCA","PALMIRA","SEDE MANIZALES  ",1,"76-520","s_manizales  "
2009,"Postgrado","VALLE DEL CAUCA","PALMIRA","SEDE PALMIRA  ",1,"76-520","s_palmira  "
2009,"Postgrado","VALLE DEL CAUCA","SEVILLA","SEDE BOGOTA  ",2,"76-736","s_bogota  "
2009,"Postgrado","VALLE DEL CAUCA","TRUJILLO","SEDE PALMIRA  ",1,"76-828","s_palmira  "
2009,"Postgrado","VALLE DEL CAUCA","VERSALLES","SEDE MEDELLIN  ",1,"76-863","s_medellin  "
2009,"Pregrado","ANTIOQUIA","ALEJANDRIA","SEDE MEDELLIN  ",1,"05-021","s_medellin  "
2009,"Pregrado","ANTIOQUIA","AMAGA","SEDE MEDELLIN  ",1,"05-030","s_medellin  "
2009,"Pregrado","ANTIOQUIA","AMALFI","SEDE MEDELLIN  ",2,"05-031","s_medellin  "
2009,"Pregrado","ANTIOQUIA","ANDES","SEDE MEDELLIN  ",3,"05-034","s_medellin  "
2009,"Pregrado","ANTIOQUIA","ANGOSTURA","SEDE MEDELLIN  ",1,"05-038","s_medellin  "
2009,"Pregrado","ANTIOQUIA","APARTADO","SEDE MEDELLIN  ",7,"05-045","s_medellin  "
2009,"Pregrado","ANTIOQUIA","APARTADO","SEDE PALMIRA  ",1,"05-045","s_palmira  "
2009,"Pregrado","ANTIOQUIA","ARBOLETES","SEDE MEDELLIN  ",3,"05-051","s_medellin  "
2009,"Pregrado","ANTIOQUIA","ARMENIA","SEDE BOGOTA  ",8,"05-059","s_bogota  "
2009,"Pregrado","ANTIOQUIA","ARMENIA","SEDE MANIZALES  ",5,"05-059","s_manizales  "
2009,"Pregrado","ANTIOQUIA","ARMENIA","SEDE MEDELLIN  ",3,"05-059","s_medellin  "
2009,"Pregrado","ANTIOQUIA","BARBOSA","SEDE BOGOTA  ",2,"05-079","s_bogota  "
2009,"Pregrado","ANTIOQUIA","BARBOSA","SEDE MEDELLIN  ",4,"05-079","s_medellin  "
2009,"Pregrado","ANTIOQUIA","BELLO","SEDE BOGOTA  ",1,"05-088","s_bogota  "
2009,"Pregrado","ANTIOQUIA","BELLO","SEDE MEDELLIN  ",10,"05-088","s_medellin  "
2009,"Pregrado","ANTIOQUIA","BETULIA","SEDE MEDELLIN  ",2,"05-093","s_medellin  "
2009,"Pregrado","ANTIOQUIA","BRICEÑO","SEDE MEDELLIN  ",1,"05-107","s_medellin  "
2009,"Pregrado","ANTIOQUIA","CACERES","SEDE MEDELLIN  ",2,"05-120","s_medellin  "
2009,"Pregrado","ANTIOQUIA","CALDAS","SEDE MEDELLIN  ",2,"05-129","s_medellin  "
2009,"Pregrado","ANTIOQUIA","CAROLINA","SEDE MEDELLIN  ",1,"05-150","s_medellin  "
2009,"Pregrado","ANTIOQUIA","CAUCASIA","SEDE MEDELLIN  ",2,"05-154","s_medellin  "
2009,"Pregrado","ANTIOQUIA","CHIGORODO","SEDE MEDELLIN  ",2,"05-172","s_medellin  "
2009,"Pregrado","ANTIOQUIA","CISNEROS","SEDE MEDELLIN  ",3,"05-190","s_medellin  "
2009,"Pregrado","ANTIOQUIA","CONCORDIA","SEDE MEDELLIN  ",2,"05-209","s_medellin  "
2009,"Pregrado","ANTIOQUIA","COPACABANA","SEDE MEDELLIN  ",1,"05-212","s_medellin  "
2009,"Pregrado","ANTIOQUIA","DABEIBA","SEDE MEDELLIN  ",3,"05-234","s_medellin  "
2009,"Pregrado","ANTIOQUIA","EL CARMEN DE VIBORAL","SEDE MEDELLIN  ",3,"05-148","s_medellin  "
2009,"Pregrado","ANTIOQUIA","EL SANTUARIO","SEDE BOGOTA  ",1,"05-697","s_bogota  "
2009,"Pregrado","ANTIOQUIA","EL SANTUARIO","SEDE MEDELLIN  ",1,"05-697","s_medellin  "
