"YEAR","TIPO_NIVEL","DEP_NAC","CIU_NAC","SEDE_NOMBRE_MAT","n","codigos","codsede"
2017,"Pregrado","CESAR","CHIMICHAGUA","SEDE MEDELLIN  ",1,"20-175","s_medellin  "
2017,"Pregrado","CESAR","LA PAZ","SEDE MEDELLIN  ",1,"20-621","s_medellin  "
2017,"Pregrado","CESAR","VALLEDUPAR","SEDE BOGOTA  ",8,"20-001","s_bogota  "
2017,"Pregrado","CESAR","VALLEDUPAR","SEDE MANIZALES  ",1,"20-001","s_manizales  "
2017,"Pregrado","CESAR","VALLEDUPAR","SEDE MEDELLIN  ",8,"20-001","s_medellin  "
2017,"Pregrado","CHOCO","EL CARMEN DE ATRATO","SEDE MEDELLIN  ",3,"27-245","s_medellin  "
2017,"Pregrado","CHOCO","ISTMINA","SEDE MEDELLIN  ",1,"27-361","s_medellin  "
2017,"Pregrado","CHOCO","QUIBDO","SEDE BOGOTA  ",1,"27-001","s_bogota  "
2017,"Pregrado","CHOCO","QUIBDO","SEDE MEDELLIN  ",1,"27-001","s_medellin  "
2017,"Pregrado","CORDOBA","AYAPEL","SEDE MEDELLIN  ",1,"23-068","s_medellin  "
2017,"Pregrado","CORDOBA","CERETE","SEDE BOGOTA  ",1,"23-162","s_bogota  "
2017,"Pregrado","CORDOBA","CERETE","SEDE MEDELLIN  ",3,"23-162","s_medellin  "
2017,"Pregrado","CORDOBA","CHINU","SEDE BOGOTA  ",2,"23-182","s_bogota  "
2017,"Pregrado","CORDOBA","COTORRA","SEDE MEDELLIN  ",1,"23-300","s_medellin  "
2017,"Pregrado","CORDOBA","LORICA","SEDE BOGOTA  ",1,"23-417","s_bogota  "
2017,"Pregrado","CORDOBA","LORICA","SEDE MEDELLIN  ",3,"23-417","s_medellin  "
2017,"Pregrado","CORDOBA","MONTELIBANO","SEDE MEDELLIN  ",3,"23-466","s_medellin  "
2017,"Pregrado","CORDOBA","MONTERIA","SEDE BOGOTA  ",7,"23-001","s_bogota  "
2017,"Pregrado","CORDOBA","MONTERIA","SEDE MANIZALES  ",1,"23-001","s_manizales  "
2017,"Pregrado","CORDOBA","MONTERIA","SEDE MEDELLIN  ",16,"23-001","s_medellin  "
2017,"Pregrado","CORDOBA","PLANETA RICA","SEDE MEDELLIN  ",2,"23-555","s_medellin  "
2017,"Pregrado","CORDOBA","SAHAGUN","SEDE BOGOTA  ",2,"23-660","s_bogota  "
2017,"Pregrado","CORDOBA","SAHAGUN","SEDE MEDELLIN  ",4,"23-660","s_medellin  "
2017,"Pregrado","CORDOBA","SAN BERNARDO DEL VIENTO","SEDE MEDELLIN  ",2,"23-675","s_medellin  "
2017,"Pregrado","CORDOBA","SAN CARLOS","SEDE BOGOTA  ",1,"23-678","s_bogota  "
2017,"Pregrado","CORDOBA","SAN PELAYO","SEDE MEDELLIN  ",1,"23-686","s_medellin  "
2017,"Pregrado","CUNDINAMARCA","ANAPOIMA","SEDE BOGOTA  ",1,"25-035","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","ANOLAIMA","SEDE BOGOTA  ",2,"25-040","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","APULO","SEDE BOGOTA  ",1,"25-599","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","BITUIMA","SEDE BOGOTA  ",1,"25-095","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","BOJACA","SEDE BOGOTA  ",1,"25-099","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","CAJICA","SEDE BOGOTA  ",5,"25-126","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","CAJICA","SEDE MEDELLIN  ",1,"25-126","s_medellin  "
2017,"Pregrado","CUNDINAMARCA","CAQUEZA","SEDE BOGOTA  ",3,"25-151","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","CHIA","SEDE BOGOTA  ",12,"25-175","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","CHIA","SEDE MEDELLIN  ",2,"25-175","s_medellin  "
2017,"Pregrado","CUNDINAMARCA","CHIPAQUE","SEDE BOGOTA  ",2,"25-178","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","CHOACHI","SEDE BOGOTA  ",3,"25-181","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","CHOCONTA","SEDE BOGOTA  ",3,"25-183","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","COGUA","SEDE BOGOTA  ",1,"25-200","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","COTA","SEDE BOGOTA  ",2,"25-214","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","EL COLEGIO","SEDE BOGOTA  ",3,"25-245","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","FACATATIVA","SEDE BOGOTA  ",18,"25-269","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","FACATATIVA","SEDE MANIZALES  ",1,"25-269","s_manizales  "
2017,"Pregrado","CUNDINAMARCA","FOMEQUE","SEDE BOGOTA  ",3,"25-279","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","FOMEQUE","SEDE MEDELLIN  ",1,"25-279","s_medellin  "
2017,"Pregrado","CUNDINAMARCA","FUNZA","SEDE BOGOTA  ",5,"25-286","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","FUNZA","SEDE PALMIRA  ",1,"25-286","s_palmira  "
2017,"Pregrado","CUNDINAMARCA","FUSAGASUGA","SEDE BOGOTA  ",12,"25-290","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","FUSAGASUGA","SEDE PALMIRA  ",1,"25-290","s_palmira  "
2017,"Pregrado","CUNDINAMARCA","GACHANCIPA","SEDE BOGOTA  ",1,"25-295","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","GACHETA","SEDE BOGOTA  ",3,"25-297","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","GIRARDOT","SEDE BOGOTA  ",7,"25-307","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","GIRARDOT","SEDE MANIZALES  ",1,"25-307","s_manizales  "
2017,"Pregrado","CUNDINAMARCA","GRANADA","SEDE BOGOTA  ",1,"25-312","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","GUACHETA","SEDE BOGOTA  ",1,"25-317","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","GUADUAS","SEDE BOGOTA  ",3,"25-320","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","GUADUAS","SEDE MEDELLIN  ",1,"25-320","s_medellin  "
2017,"Pregrado","CUNDINAMARCA","GUASCA","SEDE BOGOTA  ",4,"25-322","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","JUNIN","SEDE BOGOTA  ",2,"25-372","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","LA CALERA","SEDE BOGOTA  ",2,"25-377","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","LA CALERA","SEDE MANIZALES  ",1,"25-377","s_manizales  "
2017,"Pregrado","CUNDINAMARCA","LA MESA","SEDE BOGOTA  ",4,"25-386","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","LA VEGA","SEDE BOGOTA  ",1,"25-402","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","MADRID","SEDE BOGOTA  ",7,"25-430","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","MEDINA","SEDE BOGOTA  ",1,"25-438","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","MOSQUERA","SEDE BOGOTA  ",3,"25-473","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","NEMOCON","SEDE BOGOTA  ",2,"25-486","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","PACHO","SEDE BOGOTA  ",2,"25-513","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","PARATEBUENO","SEDE PALMIRA  ",1,"25-530","s_palmira  "
2017,"Pregrado","CUNDINAMARCA","QUIPILE","SEDE BOGOTA  ",1,"25-596","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SAN JUAN DE RIOSECO","SEDE BOGOTA  ",1,"25-662","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SASAIMA","SEDE BOGOTA  ",1,"25-718","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SESQUILE","SEDE BOGOTA  ",4,"25-736","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SIBATE","SEDE BOGOTA  ",2,"25-740","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SIMIJACA","SEDE BOGOTA  ",4,"25-745","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SOACHA","SEDE BOGOTA  ",5,"25-754","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SOPO","SEDE BOGOTA  ",2,"25-758","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","SUPATA","SEDE BOGOTA  ",1,"25-777","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","TABIO","SEDE BOGOTA  ",3,"25-785","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","TENJO","SEDE BOGOTA  ",1,"25-799","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","TIBACUY","SEDE BOGOTA  ",1,"25-805","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","TIBIRITA","SEDE BOGOTA  ",1,"25-807","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","TOCAIMA","SEDE BOGOTA  ",1,"25-815","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","UBAQUE","SEDE BOGOTA  ",1,"25-841","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","VILLA DE SAN DIEGO DE UBATE","SEDE BOGOTA  ",6,"25-843","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","VILLAPINZON","SEDE BOGOTA  ",1,"25-873","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","VILLETA","SEDE BOGOTA  ",7,"25-875","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","VILLETA","SEDE MANIZALES  ",1,"25-875","s_manizales  "
2017,"Pregrado","CUNDINAMARCA","YACOPI","SEDE BOGOTA  ",1,"25-885","s_bogota  "
2017,"Pregrado","CUNDINAMARCA","ZIPAQUIRA","SEDE BOGOTA  ",26,"25-899","s_bogota  "
2017,"Pregrado","GUAINIA","INIRIDA","SEDE BOGOTA  ",1,"94-001","s_bogota  "
2017,"Pregrado","GUAINIA","INIRIDA","SEDE MEDELLIN  ",1,"94-001","s_medellin  "
2017,"Pregrado","GUAVIARE","EL RETORNO","SEDE BOGOTA  ",1,"95-025","s_bogota  "
2017,"Pregrado","GUAVIARE","SAN JOSE DEL GUAVIARE","SEDE MANIZALES  ",1,"95-001","s_manizales  "
2017,"Pregrado","GUAVIARE","SAN JOSE DEL GUAVIARE","SEDE MEDELLIN  ",2,"95-001","s_medellin  "
2017,"Pregrado","HUILA","AIPE","SEDE BOGOTA  ",1,"41-016","s_bogota  "
2017,"Pregrado","HUILA","CAMPOALEGRE","SEDE BOGOTA  ",1,"41-132","s_bogota  "
2017,"Pregrado","HUILA","COLOMBIA","SEDE PALMIRA  ",1,"41-206","s_palmira  "
2017,"Pregrado","HUILA","GARZON","SEDE BOGOTA  ",2,"41-298","s_bogota  "
2017,"Pregrado","HUILA","GARZON","SEDE MEDELLIN  ",1,"41-298","s_medellin  "
2017,"Pregrado","HUILA","GUADALUPE","SEDE MANIZALES  ",1,"41-319","s_manizales  "
2017,"Pregrado","HUILA","HOBO","SEDE BOGOTA  ",1,"41-349","s_bogota  "
2017,"Pregrado","HUILA","LA PLATA","SEDE BOGOTA  ",2,"41-396","s_bogota  "
2017,"Pregrado","HUILA","LA PLATA","SEDE MANIZALES  ",1,"41-396","s_manizales  "
2017,"Pregrado","HUILA","NEIVA","SEDE BOGOTA  ",24,"41-001","s_bogota  "
2017,"Pregrado","HUILA","NEIVA","SEDE MANIZALES  ",5,"41-001","s_manizales  "
2017,"Pregrado","HUILA","NEIVA","SEDE MEDELLIN  ",4,"41-001","s_medellin  "
2017,"Pregrado","HUILA","NEIVA","SEDE PALMIRA  ",1,"41-001","s_palmira  "
2017,"Pregrado","HUILA","PITAL","SEDE MANIZALES  ",1,"41-548","s_manizales  "
2017,"Pregrado","HUILA","PITALITO","SEDE BOGOTA  ",6,"41-551","s_bogota  "
2017,"Pregrado","HUILA","PITALITO","SEDE MANIZALES  ",2,"41-551","s_manizales  "
2017,"Pregrado","HUILA","PITALITO","SEDE MEDELLIN  ",4,"41-551","s_medellin  "
2017,"Pregrado","HUILA","SAN AGUSTIN","SEDE BOGOTA  ",1,"41-668","s_bogota  "
2017,"Pregrado","HUILA","SAN AGUSTIN","SEDE PALMIRA  ",1,"41-668","s_palmira  "
2017,"Pregrado","HUILA","TIMANA","SEDE BOGOTA  ",1,"41-807","s_bogota  "
2017,"Pregrado","HUILA","YAGUARA","SEDE BOGOTA  ",1,"41-885","s_bogota  "
2017,"Pregrado","LA GUAJIRA","BARRANCAS","SEDE BOGOTA  ",1,"44-078","s_bogota  "
2017,"Pregrado","LA GUAJIRA","FONSECA","SEDE MEDELLIN  ",1,"44-279","s_medellin  "
2017,"Pregrado","LA GUAJIRA","MAICAO","SEDE BOGOTA  ",1,"44-430","s_bogota  "
2017,"Pregrado","LA GUAJIRA","MAICAO","SEDE MEDELLIN  ",1,"44-430","s_medellin  "
2017,"Pregrado","LA GUAJIRA","SAN JUAN DEL CESAR","SEDE MEDELLIN  ",1,"44-650","s_medellin  "
2017,"Pregrado","MAGDALENA","ARACATACA","SEDE BOGOTA  ",1,"47-053","s_bogota  "
2017,"Pregrado","MAGDALENA","CIENAGA","SEDE BOGOTA  ",1,"47-189","s_bogota  "
2017,"Pregrado","MAGDALENA","EL BANCO","SEDE BOGOTA  ",1,"47-245","s_bogota  "
2017,"Pregrado","MAGDALENA","FUNDACION","SEDE BOGOTA  ",1,"47-288","s_bogota  "
2017,"Pregrado","MAGDALENA","GUAMAL","SEDE BOGOTA  ",1,"47-318","s_bogota  "
2017,"Pregrado","MAGDALENA","PLATO","SEDE MANIZALES  ",1,"47-555","s_manizales  "
2017,"Pregrado","MAGDALENA","PLATO","SEDE MEDELLIN  ",2,"47-555","s_medellin  "
2017,"Pregrado","MAGDALENA","SAN ZENON","SEDE BOGOTA  ",1,"47-703","s_bogota  "
2017,"Pregrado","MAGDALENA","SANTA MARTA","SEDE BOGOTA  ",4,"47-001","s_bogota  "
2017,"Pregrado","MAGDALENA","SANTA MARTA","SEDE MANIZALES  ",2,"47-001","s_manizales  "
2017,"Pregrado","MAGDALENA","SANTA MARTA","SEDE MEDELLIN  ",3,"47-001","s_medellin  "
2017,"Pregrado","META","ACACIAS","SEDE BOGOTA  ",6,"50-006","s_bogota  "
2017,"Pregrado","META","CUMARAL","SEDE BOGOTA  ",2,"50-226","s_bogota  "
2017,"Pregrado","META","FUENTE DE ORO","SEDE BOGOTA  ",1,"50-287","s_bogota  "
2017,"Pregrado","META","FUENTE DE ORO","SEDE PALMIRA  ",1,"50-287","s_palmira  "
2017,"Pregrado","META","GRANADA","SEDE BOGOTA  ",6,"50-313","s_bogota  "
2017,"Pregrado","META","GRANADA","SEDE PALMIRA  ",1,"50-313","s_palmira  "
2017,"Pregrado","META","MAPIRIPAN","SEDE MEDELLIN  ",1,"50-325","s_medellin  "
2017,"Pregrado","META","PUERTO CONCORDIA","SEDE BOGOTA  ",1,"50-450","s_bogota  "
2017,"Pregrado","META","PUERTO LOPEZ","SEDE BOGOTA  ",1,"50-573","s_bogota  "
2017,"Pregrado","META","RESTREPO","SEDE BOGOTA  ",2,"50-606","s_bogota  "
2017,"Pregrado","META","SAN MARTIN","SEDE BOGOTA  ",1,"50-689","s_bogota  "
2017,"Pregrado","META","VILLAVICENCIO","SEDE BOGOTA  ",35,"50-001","s_bogota  "
2017,"Pregrado","META","VILLAVICENCIO","SEDE MANIZALES  ",1,"50-001","s_manizales  "
2017,"Pregrado","META","VILLAVICENCIO","SEDE MEDELLIN  ",4,"50-001","s_medellin  "
2017,"Pregrado","META","VILLAVICENCIO","SEDE PALMIRA  ",2,"50-001","s_palmira  "
2017,"Pregrado","NA","NA","SEDE BOGOTA  ",19,NA,"s_bogota  "
2017,"Pregrado","NA","NA","SEDE MANIZALES  ",2,NA,"s_manizales  "
2017,"Pregrado","NA","NA","SEDE MEDELLIN  ",2,NA,"s_medellin  "
2017,"Pregrado","NA","NA","SEDE PALMIRA  ",3,NA,"s_palmira  "
2017,"Pregrado","NARIÑO","ALDANA","SEDE MANIZALES  ",1,"52-022","s_manizales  "
2017,"Pregrado","NARIÑO","ANCUYA","SEDE BOGOTA  ",2,"52-036","s_bogota  "
2017,"Pregrado","NARIÑO","ANCUYA","SEDE MANIZALES  ",1,"52-036","s_manizales  "
2017,"Pregrado","NARIÑO","ANCUYA","SEDE MEDELLIN  ",2,"52-036","s_medellin  "
2017,"Pregrado","NARIÑO","ANCUYA","SEDE PALMIRA  ",2,"52-036","s_palmira  "
2017,"Pregrado","NARIÑO","COLON","SEDE BOGOTA  ",3,"52-203","s_bogota  "
2017,"Pregrado","NARIÑO","COLON","SEDE MANIZALES  ",2,"52-203","s_manizales  "
2017,"Pregrado","NARIÑO","CONSACA","SEDE MANIZALES  ",1,"52-207","s_manizales  "
2017,"Pregrado","NARIÑO","CORDOBA","SEDE BOGOTA  ",1,"52-215","s_bogota  "
2017,"Pregrado","NARIÑO","CORDOBA","SEDE PALMIRA  ",2,"52-215","s_palmira  "
2017,"Pregrado","NARIÑO","CUMBAL","SEDE BOGOTA  ",7,"52-227","s_bogota  "
2017,"Pregrado","NARIÑO","CUMBAL","SEDE MANIZALES  ",4,"52-227","s_manizales  "
2017,"Pregrado","NARIÑO","CUMBAL","SEDE MEDELLIN  ",2,"52-227","s_medellin  "
2017,"Pregrado","NARIÑO","CUMBAL","SEDE PALMIRA  ",1,"52-227","s_palmira  "
2017,"Pregrado","NARIÑO","EL CHARCO","SEDE PALMIRA  ",1,"52-250","s_palmira  "
2017,"Pregrado","NARIÑO","EL TAMBO","SEDE BOGOTA  ",1,"52-260","s_bogota  "
2017,"Pregrado","NARIÑO","EL TAMBO","SEDE MEDELLIN  ",1,"52-260","s_medellin  "
2017,"Pregrado","NARIÑO","EL TAMBO","SEDE PALMIRA  ",2,"52-260","s_palmira  "
2017,"Pregrado","NARIÑO","FUNES","SEDE MEDELLIN  ",1,"52-287","s_medellin  "
2017,"Pregrado","NARIÑO","FUNES","SEDE PALMIRA  ",1,"52-287","s_palmira  "
2017,"Pregrado","NARIÑO","GUACHUCAL","SEDE BOGOTA  ",2,"52-317","s_bogota  "
2017,"Pregrado","NARIÑO","GUACHUCAL","SEDE MANIZALES  ",1,"52-317","s_manizales  "
2017,"Pregrado","NARIÑO","GUACHUCAL","SEDE MEDELLIN  ",2,"52-317","s_medellin  "
2017,"Pregrado","NARIÑO","GUACHUCAL","SEDE PALMIRA  ",2,"52-317","s_palmira  "
2017,"Pregrado","NARIÑO","GUALMATAN","SEDE BOGOTA  ",1,"52-323","s_bogota  "
2017,"Pregrado","NARIÑO","IMUES","SEDE BOGOTA  ",1,"52-354","s_bogota  "
2017,"Pregrado","NARIÑO","IPIALES","SEDE BOGOTA  ",13,"52-356","s_bogota  "
2017,"Pregrado","NARIÑO","IPIALES","SEDE MANIZALES  ",8,"52-356","s_manizales  "
2017,"Pregrado","NARIÑO","IPIALES","SEDE MEDELLIN  ",5,"52-356","s_medellin  "
2017,"Pregrado","NARIÑO","IPIALES","SEDE PALMIRA  ",11,"52-356","s_palmira  "
2017,"Pregrado","NARIÑO","LA CRUZ","SEDE BOGOTA  ",1,"52-378","s_bogota  "
2017,"Pregrado","NARIÑO","LA CRUZ","SEDE MANIZALES  ",1,"52-378","s_manizales  "
2017,"Pregrado","NARIÑO","LA FLORIDA","SEDE BOGOTA  ",1,"52-381","s_bogota  "
2017,"Pregrado","NARIÑO","LA TOLA","SEDE BOGOTA  ",1,"52-390","s_bogota  "
2017,"Pregrado","NARIÑO","LA UNION","SEDE BOGOTA  ",3,"52-399","s_bogota  "
2017,"Pregrado","NARIÑO","LA UNION","SEDE MANIZALES  ",2,"52-399","s_manizales  "
2017,"Pregrado","NARIÑO","LA UNION","SEDE PALMIRA  ",1,"52-399","s_palmira  "
2017,"Pregrado","NARIÑO","LEIVA","SEDE BOGOTA  ",1,"52-405","s_bogota  "
2017,"Pregrado","NARIÑO","LEIVA","SEDE PALMIRA  ",1,"52-405","s_palmira  "
2017,"Pregrado","NARIÑO","LINARES","SEDE BOGOTA  ",1,"52-411","s_bogota  "
2017,"Pregrado","NARIÑO","LINARES","SEDE MANIZALES  ",1,"52-411","s_manizales  "
2017,"Pregrado","NARIÑO","LINARES","SEDE PALMIRA  ",2,"52-411","s_palmira  "
2017,"Pregrado","NARIÑO","LOS ANDES","SEDE BOGOTA  ",2,"52-418","s_bogota  "
2017,"Pregrado","NARIÑO","LOS ANDES","SEDE MEDELLIN  ",1,"52-418","s_medellin  "
2017,"Pregrado","NARIÑO","LOS ANDES","SEDE PALMIRA  ",2,"52-418","s_palmira  "
2017,"Pregrado","NARIÑO","MAGUI","SEDE PALMIRA  ",1,"52-427","s_palmira  "
2017,"Pregrado","NARIÑO","MALLAMA","SEDE BOGOTA  ",4,"52-435","s_bogota  "
2017,"Pregrado","NARIÑO","PASTO","SEDE BOGOTA  ",41,"52-001","s_bogota  "
2017,"Pregrado","NARIÑO","PASTO","SEDE MANIZALES  ",25,"52-001","s_manizales  "
2017,"Pregrado","NARIÑO","PASTO","SEDE MEDELLIN  ",18,"52-001","s_medellin  "
2017,"Pregrado","NARIÑO","PASTO","SEDE PALMIRA  ",9,"52-001","s_palmira  "
2017,"Pregrado","NARIÑO","POLICARPA","SEDE BOGOTA  ",2,"52-540","s_bogota  "
2017,"Pregrado","NARIÑO","POLICARPA","SEDE MANIZALES  ",1,"52-540","s_manizales  "
2017,"Pregrado","NARIÑO","POLICARPA","SEDE PALMIRA  ",2,"52-540","s_palmira  "
2017,"Pregrado","NARIÑO","POTOSI","SEDE BOGOTA  ",1,"52-560","s_bogota  "
2017,"Pregrado","NARIÑO","POTOSI","SEDE MANIZALES  ",1,"52-560","s_manizales  "
2017,"Pregrado","NARIÑO","POTOSI","SEDE PALMIRA  ",2,"52-560","s_palmira  "
2017,"Pregrado","NARIÑO","PUPIALES","SEDE BOGOTA  ",1,"52-585","s_bogota  "
2017,"Pregrado","NARIÑO","PUPIALES","SEDE MANIZALES  ",5,"52-585","s_manizales  "
2017,"Pregrado","NARIÑO","PUPIALES","SEDE PALMIRA  ",1,"52-585","s_palmira  "
2017,"Pregrado","NARIÑO","SAMANIEGO","SEDE BOGOTA  ",2,"52-678","s_bogota  "
2017,"Pregrado","NARIÑO","SAMANIEGO","SEDE MANIZALES  ",3,"52-678","s_manizales  "
2017,"Pregrado","NARIÑO","SAMANIEGO","SEDE MEDELLIN  ",1,"52-678","s_medellin  "
2017,"Pregrado","NARIÑO","SAMANIEGO","SEDE PALMIRA  ",3,"52-678","s_palmira  "
2017,"Pregrado","NARIÑO","SAN PEDRO DE CARTAGO","SEDE BOGOTA  ",1,"52-694","s_bogota  "
2017,"Pregrado","NARIÑO","SANDONA","SEDE MEDELLIN  ",1,"52-683","s_medellin  "
2017,"Pregrado","NARIÑO","TAMINANGO","SEDE MANIZALES  ",1,"52-786","s_manizales  "
2017,"Pregrado","NARIÑO","TAMINANGO","SEDE MEDELLIN  ",1,"52-786","s_medellin  "
2017,"Pregrado","NARIÑO","TAMINANGO","SEDE PALMIRA  ",2,"52-786","s_palmira  "
2017,"Pregrado","NARIÑO","TUMACO","SEDE BOGOTA  ",1,"52-835","s_bogota  "
2017,"Pregrado","NARIÑO","TUMACO","SEDE MANIZALES  ",1,"52-835","s_manizales  "
2017,"Pregrado","NARIÑO","TUMACO","SEDE MEDELLIN  ",3,"52-835","s_medellin  "
2017,"Pregrado","NARIÑO","TUMACO","SEDE PALMIRA  ",3,"52-835","s_palmira  "
2017,"Pregrado","NARIÑO","TUQUERRES","SEDE BOGOTA  ",4,"52-838","s_bogota  "
2017,"Pregrado","NARIÑO","TUQUERRES","SEDE MANIZALES  ",2,"52-838","s_manizales  "
2017,"Pregrado","NARIÑO","TUQUERRES","SEDE PALMIRA  ",1,"52-838","s_palmira  "
2017,"Pregrado","NORTE DE SANTANDER","ABREGO","SEDE BOGOTA  ",1,"54-003","s_bogota  "
2017,"Pregrado","NORTE DE SANTANDER","BOCHALEMA","SEDE MEDELLIN  ",1,"54-099","s_medellin  "
2017,"Pregrado","NORTE DE SANTANDER","CUCUTA","SEDE BOGOTA  ",23,"54-001","s_bogota  "
2017,"Pregrado","NORTE DE SANTANDER","CUCUTA","SEDE MANIZALES  ",2,"54-001","s_manizales  "
2017,"Pregrado","NORTE DE SANTANDER","CUCUTA","SEDE MEDELLIN  ",4,"54-001","s_medellin  "
2017,"Pregrado","NORTE DE SANTANDER","CUCUTA","SEDE PALMIRA  ",2,"54-001","s_palmira  "
2017,"Pregrado","NORTE DE SANTANDER","LA PLAYA","SEDE BOGOTA  ",1,"54-398","s_bogota  "
2017,"Pregrado","NORTE DE SANTANDER","OCAÑA","SEDE BOGOTA  ",4,"54-498","s_bogota  "
2017,"Pregrado","NORTE DE SANTANDER","OCAÑA","SEDE MEDELLIN  ",2,"54-498","s_medellin  "
2017,"Pregrado","NORTE DE SANTANDER","PAMPLONA","SEDE BOGOTA  ",5,"54-518","s_bogota  "
2017,"Pregrado","NORTE DE SANTANDER","PAMPLONA","SEDE MEDELLIN  ",1,"54-518","s_medellin  "
2017,"Pregrado","NORTE DE SANTANDER","RAGONVALIA","SEDE BOGOTA  ",1,"54-599","s_bogota  "
2017,"Pregrado","NORTE DE SANTANDER","TIBU","SEDE BOGOTA  ",2,"54-810","s_bogota  "
2017,"Pregrado","NORTE DE SANTANDER","TOLEDO","SEDE MANIZALES  ",1,"54-820","s_manizales  "
2017,"Pregrado","NORTE DE SANTANDER","TOLEDO","SEDE MEDELLIN  ",1,"54-820","s_medellin  "
2017,"Pregrado","NORTE DE SANTANDER","VILLA DEL ROSARIO","SEDE BOGOTA  ",1,"54-874","s_bogota  "
2017,"Pregrado","PUTUMAYO","COLON","SEDE MEDELLIN  ",1,"86-219","s_medellin  "
2017,"Pregrado","PUTUMAYO","MOCOA","SEDE BOGOTA  ",4,"86-001","s_bogota  "
2017,"Pregrado","PUTUMAYO","MOCOA","SEDE MANIZALES  ",1,"86-001","s_manizales  "
2017,"Pregrado","PUTUMAYO","MOCOA","SEDE MEDELLIN  ",4,"86-001","s_medellin  "
2017,"Pregrado","PUTUMAYO","ORITO","SEDE MANIZALES  ",3,"86-320","s_manizales  "
2017,"Pregrado","PUTUMAYO","ORITO","SEDE PALMIRA  ",1,"86-320","s_palmira  "
2017,"Pregrado","PUTUMAYO","PUERTO ASIS","SEDE BOGOTA  ",3,"86-568","s_bogota  "
2017,"Pregrado","PUTUMAYO","PUERTO ASIS","SEDE MANIZALES  ",3,"86-568","s_manizales  "
2017,"Pregrado","PUTUMAYO","PUERTO ASIS","SEDE MEDELLIN  ",1,"86-568","s_medellin  "
2017,"Pregrado","PUTUMAYO","PUERTO ASIS","SEDE PALMIRA  ",9,"86-568","s_palmira  "
2017,"Pregrado","PUTUMAYO","PUERTO GUZMAN","SEDE MEDELLIN  ",1,"86-571","s_medellin  "
2017,"Pregrado","PUTUMAYO","SAN FRANCISCO","SEDE BOGOTA  ",1,"86-755","s_bogota  "
2017,"Pregrado","PUTUMAYO","SAN FRANCISCO","SEDE MEDELLIN  ",1,"86-755","s_medellin  "
2017,"Pregrado","PUTUMAYO","SAN FRANCISCO","SEDE PALMIRA  ",1,"86-755","s_palmira  "
2017,"Pregrado","PUTUMAYO","SANTIAGO","SEDE MEDELLIN  ",1,"86-760","s_medellin  "
