"SEDE_NOMBRE_MAT","FACULTAD","PROGRAMA","NIVEL","n"
"Manizales","Ingenieria Y Arquitectura","Ingenieria Electrica","Pregrado",875
"Manizales","Ingenieria Y Arquitectura","Ingenieria Industrial","Pregrado",861
"Manizales","Ingenieria Y Arquitectura","Arquitectura","Pregrado",739
"Manizales","Ingenieria Y Arquitectura","Ingenieria Electronica","Pregrado",629
"Manizales","Ingenieria Y Arquitectura","Ingenieria Quimica","Pregrado",507
"Manizales","Ingenieria Y Arquitectura","Ingenieria Y Arquitectura","Pregrado",477
"Manizales","Ingenieria Y Arquitectura","Construccion","Pregrado",15
"Medellin","Arquitectura","Interventoria De Proyectos Y Obras","Especializacion",428
"Medellin","Arquitectura","Gestion Inmobiliaria","Especializacion",175
"Medellin","Arquitectura","Arquitectura","Especializacion",139
"Medellin","Arquitectura","Patologia De La Edificacion Y Tecnicas De Intervencion Y Prevencion","Especializacion",119
"Medellin","Arquitectura","Diseño Urbano","Especializacion",42
"Medellin","Arquitectura","Planeacion Urbano-Regional","Especializacion",19
"Medellin","Arquitectura","Estudios Urbano - Regionales","Maestria",126
"Medellin","Arquitectura","Arquitectura","Maestria",53
"Medellin","Arquitectura","Construccion","Maestria",50
"Medellin","Arquitectura","Habitat","Maestria",49
"Medellin","Arquitectura","Artes Plasticas Y Visuales","Maestria",40
"Medellin","Arquitectura","Arquitectura","Pregrado",988
"Medellin","Arquitectura","Construccion","Pregrado",336
"Medellin","Arquitectura","Artes Plasticas","Pregrado",249
"Medellin","Ciencias","Biotecnologia","Doctorado",39
"Medellin","Ciencias","Matematicas","Doctorado",13
"Medellin","Ciencias","Fisica","Doctorado",8
"Medellin","Ciencias","Estadistica","Doctorado",7
"Medellin","Ciencias","Ciencias Fisica","Doctorado",5
"Medellin","Ciencias","Ciencias Estadistica","Doctorado",4
"Medellin","Ciencias","Estadistica","Especializacion",143
"Medellin","Ciencias","Biotecnologia","Especializacion",39
"Medellin","Ciencias","Ciencias","Especializacion",13
"Medellin","Ciencias","Enseñanza De Las Ciencias Exactas Y Naturales","Maestria",898
"Medellin","Ciencias","Biotecnologia","Maestria",168
"Medellin","Ciencias","Estadistica","Maestria",93
"Medellin","Ciencias","Matematicas","Maestria",74
"Medellin","Ciencias","Fisica","Maestria",58
"Medellin","Ciencias","Quimica","Maestria",56
"Medellin","Ciencias","Ciencias","Maestria",47
"Medellin","Ciencias","Entomologia","Maestria",42
"Medellin","Ciencias","Geomorfologia Y Suelos","Maestria",36
"Medellin","Ciencias","Matematica Aplicada","Maestria",14
"Medellin","Ciencias","Ingenieria Biologica","Pregrado",507
"Medellin","Ciencias","Estadistica","Pregrado",202
"Medellin","Ciencias","Ingenieria Fisica","Pregrado",202
"Medellin","Ciencias","Ciencias","Pregrado",131
"Medellin","Ciencias","Matematicas","Pregrado",124
"Medellin","Ciencias Agrarias","Ciencias Agrarias","Doctorado",27
"Medellin","Ciencias Agrarias","Ecologia","Doctorado",13
"Medellin","Ciencias Agrarias","Ciencias Agropecuarias - Area Agraria","Doctorado",10
"Medellin","Ciencias Agrarias","Agroecologia","Doctorado",1
"Medellin","Ciencias Agrarias","Ciencia Y Tecnologia De Alimentos","Doctorado",1
"Medellin","Ciencias Agrarias","Ciencias Agropecuarias","Doctorado",1
"Medellin","Ciencias Agrarias","Ciencia Y Tecnologia De Alimentos","Especializacion",104
"Medellin","Ciencias Agrarias","Sistemas","Especializacion",61
"Medellin","Ciencias Agrarias","Nutricion Animal","Especializacion",28
"Medellin","Ciencias Agrarias","Ciencias Agropecuarias","Especializacion",11
"Medellin","Ciencias Agrarias","Gestion Agroambiental","Especializacion",1
"Medellin","Ciencias Agrarias","Ciencias Agrarias","Maestria",134
"Medellin","Ciencias Agrarias","Ciencia Y Tecnologia De Alimentos","Maestria",131
"Medellin","Ciencias Agrarias","Bosques Y Conservacion Ambiental","Maestria",81
"Medellin","Ciencias Agrarias","Ciencias Agropecuarias","Maestria",24
"Medellin","Ciencias Agrarias","Ingenieria Agroindustrial","Maestria",17
"Medellin","Ciencias Agrarias","Ingenieria Forestal","Pregrado",413
"Medellin","Ciencias Agrarias","Zootecnia","Pregrado",397
"Medellin","Ciencias Agrarias","Ingenieria Agronomica","Pregrado",320
"Medellin","Ciencias Agrarias","Ingenieria Agricola","Pregrado",167
"Medellin","Ciencias Agrarias","Ciencias Agropecuarias","Pregrado",141
"Medellin","Ciencias Agrarias","Tecnologia Forestal","Pregrado",21
"Medellin","Ciencias Humanas Y Economicas","Historia","Doctorado",37
"Medellin","Ciencias Humanas Y Economicas","Ciencias Humanas Y Sociales","Doctorado",27
"Medellin","Ciencias Humanas Y Economicas","Ciencias Humanas Y Economicas","Doctorado",4
"Medellin","Ciencias Humanas Y Economicas","Ciencia Politica","Especializacion",34
"Medellin","Ciencias Humanas Y Economicas","Ciencias Humanas Y Economicas","Especializacion",5
"Medellin","Ciencias Humanas Y Economicas","Economia Internacional","Especializacion",3
"Medellin","Ciencias Humanas Y Economicas","Estetica","Especializacion",2
"Medellin","Ciencias Humanas Y Economicas","Historia","Maestria",82
"Medellin","Ciencias Humanas Y Economicas","Estetica","Maestria",63
"Medellin","Ciencias Humanas Y Economicas","Estudios Politicos","Maestria",37
"Medellin","Ciencias Humanas Y Economicas","Ciencias Economicas","Maestria",34
"Medellin","Ciencias Humanas Y Economicas","Archivistica","Maestria",8
"Medellin","Ciencias Humanas Y Economicas","Ciencias Humanas Y Economicas","Maestria",7
"Medellin","Ciencias Humanas Y Economicas","Ciencia Politica","Pregrado",559
"Medellin","Ciencias Humanas Y Economicas","Historia","Pregrado",370
"Medellin","Ciencias Humanas Y Economicas","Economia","Pregrado",319
"Medellin","Ciencias Humanas Y Economicas","Ciencias Humanas Y Economicas","Pregrado",194
"Medellin","Minas","Ingenieria - Ciencia Y Tecnologia De Materiales","Doctorado",55
"Medellin","Minas","Ingenieria - Sistemas","Doctorado",39
"Medellin","Minas","Ingenieria - Sistemas Energeticos","Doctorado",39
"Medellin","Minas","Ingenieria - Industria Y Organizaciones","Doctorado",26
"Medellin","Minas","Ingenieria - Sistemas E Informatica","Doctorado",26
"Medellin","Minas","Ingenieria - Recursos Hidraulicos","Doctorado",24
"Medellin","Minas","Minas","Doctorado",8
"Medellin","Minas","Ciencias Del Mar","Doctorado",4
"Medellin","Minas","Ingenieria","Doctorado",4
"Medellin","Minas","Ingenieria - Ingenieria Civil","Doctorado",2
"Medellin","Minas","Ingenieria - Ingenieria Mecanica Y Mecatronica","Doctorado",1
"Medellin","Minas","Ingenieria Financiera","Especializacion",333
"Medellin","Minas","Gestion Empresarial","Especializacion",330
"Medellin","Minas","Estructuras","Especializacion",247
"Medellin","Minas","Vias Y Transportes","Especializacion",245
"Medellin","Minas","Gestion Ambiental","Especializacion",179
"Medellin","Minas","Mercados De Energia","Especializacion",164
"Medellin","Minas","Analitica","Especializacion",162
"Medellin","Minas","Minas","Especializacion",152
"Medellin","Minas","Aprovechamiento De Recursos Hidraulicos","Especializacion",141
"Medellin","Minas","Mantenimiento","Especializacion",76
"Medellin","Minas","Ingenieria Geotecnia","Especializacion",69
"Medellin","Minas","Ingenieria De Software","Especializacion",23
"Medellin","Minas","Materiales Y Procesos","Especializacion",18
"Medellin","Minas","Ingenieria De Materiales Y Procesos","Especializacion",12
"Medellin","Minas","Recursos Minerales","Especializacion",9
"Medellin","Minas","Sistemas","Especializacion",2
"Medellin","Minas","Ingenieria - Ingenieria De Sistemas","Maestria",206
"Medellin","Minas","Ingenieria - Ingenieria Administrativa","Maestria",193
"Medellin","Minas","Medio Ambiente Y Desarrollo","Maestria",164
"Medellin","Minas","Ingenieria - Ingenieria Quimica","Maestria",137
"Medellin","Minas","Ingenieria - Recursos Hidraulicos","Maestria",125
"Medellin","Minas","Ingenieria - Materiales Y Procesos","Maestria",119
"Medellin","Minas","Minas","Maestria",66
"Medellin","Minas","Ingenieria - Geotecnia","Maestria",58
"Medellin","Minas","Ingenieria - Sistemas Energeticos","Maestria",54
"Medellin","Minas","Ingenieria - Ingenieria Electrica","Maestria",49
"Medellin","Minas","Ingenieria - Recursos Minerales","Maestria",46
"Medellin","Minas","Ingenieria - Ingenieria De Petroleos","Maestria",42
"Medellin","Minas","Ingenieria - Ingenieria De Petroleos","Maestria",41
"Medellin","Minas","Ingenieria - Infraestructura Y Sistemas De Transporte","Maestria",36
"Medellin","Minas","Ingenieria Administrativa","Maestria",29
"Medellin","Minas","Ingenieria Mecanica","Maestria",22
"Medellin","Minas","Ingenieria Industrial","Maestria",19
"Medellin","Minas","Ingenieria - Ingenieria Mecanica","Maestria",14
"Medellin","Minas","Ingenieria - Automatizacion Industrial","Maestria",12
"Medellin","Minas","Automatizacion Industrial","Maestria",2
"Medellin","Minas","Ingenieria - Estructuras","Maestria",2
"Medellin","Minas","Ingenieria - Ingenieria Civil","Maestria",1
"Medellin","Minas","Ingenieria Civil","Pregrado",1120
"Medellin","Minas","Ingenieria Administrativa","Pregrado",1065
"Medellin","Minas","Ingenieria Industrial","Pregrado",946
"Medellin","Minas","Minas","Pregrado",804
"Medellin","Minas","Ingenieria De Petroleos","Pregrado",746
"Medellin","Minas","Ingenieria Mecanica","Pregrado",724
"Medellin","Minas","Ingenieria Quimica","Pregrado",705
"Medellin","Minas","Ingenieria De Sistemas E Informatica","Pregrado",517
"Medellin","Minas","Ingenieria De Minas Y Metalurgia","Pregrado",432
"Medellin","Minas","Ingenieria Geologica","Pregrado",411
"Medellin","Minas","Ingenieria Electrica","Pregrado",388
"Medellin","Minas","Ingenieria De Control","Pregrado",328
"Medellin","Minas","Ingenieria Ambiental","Pregrado",173
"Palmira","Ciencias Agropecuarias","Ciencias Agrarias","Doctorado",107
"Palmira","Ciencias Agropecuarias","Agroecologia","Doctorado",16
"Palmira","Ciencias Agropecuarias","Ciencias Agropecuarias","Doctorado",2
"Palmira","Ciencias Agropecuarias","Ciencias Agropecuarias","Especializacion",19
"Palmira","Ciencias Agropecuarias","Ciencias Agrarias","Maestria",258
"Palmira","Ciencias Agropecuarias","Ciencias Biologicas","Maestria",64
"Palmira","Ciencias Agropecuarias","Ciencias Agropecuarias","Maestria",26
"Palmira","Ciencias Agropecuarias","Ingenieria Agronomica","Pregrado",716
"Palmira","Ciencias Agropecuarias","Zootecnia","Pregrado",408
"Palmira","Ciencias Agropecuarias","Ciencias Agropecuarias","Pregrado",78
"Palmira","Ingenieria Y Administracion","Ergonomia","Especializacion",14
"Palmira","Ingenieria Y Administracion","Enseñanza De Las Ciencias Exactas Y Naturales","Maestria",373
"Palmira","Ingenieria Y Administracion","Administracion","Maestria",84
"Palmira","Ingenieria Y Administracion","Ingenieria Agroindustrial","Maestria",36
"Palmira","Ingenieria Y Administracion","Ingenieria - Ingenieria Ambiental","Maestria",32
"Palmira","Ingenieria Y Administracion","Ingenieria Ambiental","Maestria",30
"Palmira","Ingenieria Y Administracion","Ingenieria Ambiental","Pregrado",658
"Palmira","Ingenieria Y Administracion","Ingenieria Agroindustrial","Pregrado",551
"Palmira","Ingenieria Y Administracion","Administracion De Empresas","Pregrado",468
"Palmira","Ingenieria Y Administracion","Diseño Industrial","Pregrado",381
"Palmira","Ingenieria Y Administracion","Ingenieria Agricola","Pregrado",266
"Palmira","Ingenieria Y Administracion","Ingenieria Y Administracion","Pregrado",226
