"YEAR","LON_CIU_NAC","LAT_CIU_NAC","DEP_NAC","CIU_NAC","n"
2012,"-757309367872","534114674188","RISARALDA","Quinchia",1
2012,"-75745937366","650313220449","ANTIOQUIA","Sopetran",1
2012,"-757496020650797","62144824592065","ANTIOQUIA","Heliconia",2
2012,"-757590386418","202297348548","ANTIOQUIA","Guadalupe",1
2012,"-7576416656","717162301036","ANTIOQUIA","Ituango",1
2012,"-757647999637893","57697584791988","ANTIOQUIA","Jerico",3
2012,"-757668777263","6327259705","ANTIOQUIA","Ebejico",6
2012,"-757706314648","515940031424","CALDAS","Risaralda",1
2012,"-757839965823","523807382965","CALDAS","Anserma",4
2012,"-757918818626","888666155327","CORDOBA","Cerete",6
2012,"-757964483643","531491484847","RISARALDA","Guatica",1
2012,"-758066454098","910501029486","CORDOBA","Lorica",3
2012,"-758230669283","56009650382","ANTIOQUIA","Jardin",2
2012,"-758267661971","210954161946","HUILA","Tarqui",1
2012,"-758272323818","65582689862","ANTIOQUIA","Santa fe de antioquia",1
2012,"-758293466882","692583427774","ANTIOQUIA","Peque",1
2012,"-758365343901","434062227774","VALLE DEL CAUCA","Caicedonia",1
2012,"-75879251019","565688469544","ANTIOQUIA","Andes",4
2012,"-758919935956","18043274263","HUILA","Acevedo",2
2012,"-759062641102","671988421942","ANTIOQUIA","Buritica",1
2012,"-75911513294","473852191576","VALLE DEL CAUCA","Cartago",7
2012,"-759129139739","811258899129","CORDOBA","Tierralta",15
2012,"-759323485772","197430010243","HUILA","Timana",1
2012,"-759497722759","667830122959","ANTIOQUIA","Giraldo",1
2012,"-759719235642","264531146532","BOYACA","Paez",1
2012,"-759719235642","264531146532","CAUCA","Paez",1
2012,"-759736618541","133172583849","CAQUETA","San jose del fragua",1
2012,"-759754359618","596116241719","ANTIOQUIA","Salgar",2
2012,"-759859642952","572788049258","ANTIOQUIA","Betania",1
2012,"-76.382562127900002","8.2780643073300002","ANTIOQUIA","San pedro de uraba",2
2012,"-76.408032193400004","0.96389688105100002","PUTUMAYO","Puerto guzman",1
2012,"-76.408484603999995","3.0331583626800001","CAUCA","Caloto",2
2012,"-76.426680404799995","8.8500062659599994","ANTIOQUIA","Arboletes",2
2012,"-76.497611671200005","3.54053354875","VALLE DEL CAUCA","Yumbo",1
2012,"-76.538809550799996","3.2641863413199999","VALLE DEL CAUCA","Jamundi",2
2012,"-76.689174762299999","3.65739350075","VALLE DEL CAUCA","Dagua",3
2012,"-76.787621253500006","8.4260252809900003","ANTIOQUIA","Necocli",1
2012,"-760133228121","584651700067","ANTIOQUIA","Ciudad bolivar",3
2012,"-760404004061","185414505113","HUILA","Pitalito",1
2012,"-760639665737","254873811501","CAUCA","Inza",4
2012,"-760717481661","439042846549","VALLE DEL CAUCA","Zarzal",1
2012,"-761250820708","84570969832","CORDOBA","Monteria",75
2012,"-76132240466","631400117617","ANTIOQUIA","Urrao",2
2012,"-761328690995","172319912364","CALDAS","Palestina",4
2012,"-761419665724","590066567336","CHOCO","El carmen de atrato",4
2012,"-76157715207","420815303943","VALLE DEL CAUCA","Bugalagrande",1
2012,"-761971756038","408535846473","VALLE DEL CAUCA","Tulua",14
2012,"-762347321504","332440450257","VALLE DEL CAUCA","Florida",3
2012,"-762410411119","34194377673","VALLE DEL CAUCA","Pradera",1
2012,"-762688695408","372490001451","VALLE DEL CAUCA","Ginebra",2
2012,"-7629821561","353293733103","VALLE DEL CAUCA","Palmira",52
2012,"-76298934041","390140102727","VALLE DEL CAUCA","Buga",13
2012,"-763335063129","376199549423","VALLE DEL CAUCA","Guacari",1
2012,"-763727784185","261512301644","CAUCA","Silvia",1
2012,"-763830866804","386106676244","VALLE DEL CAUCA","Yotoco",1
2012,"-763925660643942","31447367147866","CAUCA","Guachene",4
2012,"-764551928003","238112661665","CAUCA","Purace",1
2012,"-764853458905","301128796768","CAUCA","Santander de quilichao",4
2012,"-764978366718","0,504218750676","PUTUMAYO","Puerto asis",10
2012,"-765250791446","382289988625","META","Restrepo",3
2012,"-765250791446","382289988625","VALLE DEL CAUCA","Restrepo",1
2012,"-765263911952","340638218413","VALLE DEL CAUCA","Cali",87
2012,"-765273955374","263758943296","CAUCA","Piendamo",3
2012,"-765425247368","549996186169","CHOCO","Lloro",1
2012,"-76570385642","262303108857","CAUCA","Cajibio",4
2012,"-766168096886","102995420604","PUTUMAYO","Villagarzon",3
2012,"-766261859724","788271669622","ANTIOQUIA","Apartado",12
2012,"-76640426845","243835548047","CAUCA","Popayan",31
2012,"-766465174314","509350793861","CHOCO","Condoto",1
2012,"-766511246326","569234946505","CHOCO","Quibdo",9
2012,"-766519175009","114428450756","PUTUMAYO","Mocoa",2
2012,"-766531189552","775420419468","ANTIOQUIA","Carepa",1
2012,"-766711180206","190039533627","CAUCA","San sebastian",1
2012,"-766778696915","234972061446","CAUCA","Timbio",1
2012,"-766815647246","766615644949","ANTIOQUIA","Chigorodo",3
2012,"-767264318312","8094096738","ANTIOQUIA","Turbo",1
2012,"-767815037392","200463839075","CAUCA","La vega",1
2012,"-768528174101","191525377527","CAUCA","Almaguer",1
2012,"-76875892028","117674026489","ANTIOQUIA","San francisco",1
2012,"-768802098557","0,676020477109","PUTUMAYO","Orito",1
2012,"-768963475885","65887941127","ANTIOQUIA","Vigia del fuerte",3
2012,"-769212871804","12030862151","PUTUMAYO","Sibundoy",3
2012,"-769667571992","183756270293","CAUCA","Bolivar",5
2012,"-769667571992","183756270293","VALLE DEL CAUCA","Bolivar",1
2012,"-769689800339","119200057658","NARIÑO","Colon",5
2012,"-769689800339","119200057658","PUTUMAYO","Colon",1
2012,"-769711823702","160014416755","NARIÑO","La cruz",4
2012,"-77.012728339700004","1.6691580391700001","BOLIVAR","San pablo",1
2012,"-77.255090913299995","2.3251402700599999","ANTIOQUIA","Argelia",1
2012,"-77.255090913299995","2.3251402700599999","CAUCA","Argelia",1
2012,"-77.439836289400006","1.45363406894","NARIÑO","El peñol",1
2012,"-77.521087538499998","1.49420521996","NARIÑO","Los andes",1
2012,"-77.521395138100004","0.96849585711499997","NARIÑO","Iles",1
2012,"-77.580000424299996","1.47292218692","NARIÑO","La llanada",1
2012,"-77.5965444343","1.2379913538","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","Providencia",1
2012,"-77.700374818499995","0.88224359638000005","NARIÑO","Aldana",1
2012,"-77016287834","159564430447","BOYACA","Belen",4
2012,"-77016287834","159564430447","NARIÑO","Belen",1
2012,"-771200126233","225547448667","CAUCA","Patia",5
2012,"-771207419723","15520849352","NARIÑO","San pedro de cartago",1
2012,"-77128385668","159247717673","NARIÑO","La union",2
2012,"-771955147333","10557848325","NARIÑO","Pasto",81
2012,"-772807279183","157012763762","NARIÑO","Taminango",5
2012,"-773847023161","271201153608","CAUCA","Timbiqui",1
2012,"-77390751149","140798382917","CAUCA","El tambo",2
2012,"-774029913489","111562696069","NARIÑO","Yacuanquer",1
2012,"-774378844704","0,7365252068","NARIÑO","Potosi",2
2012,"-774587713765","162869823451","NARIÑO","Policarpa",4
2012,"-774657184135","120719433138","NARIÑO","Consaca",2
2012,"-774773138188","128128758136","NARIÑO","Sandona",3
2012,"-774965675723","10551982914","NARIÑO","Imues",1
2012,"-775146115719","126245062268","NARIÑO","Ancuya",3
2012,"-7751806895","0,853665965806","NARIÑO","Cordoba",4
2012,"-775236269197","135127830979","NARIÑO","Linares",3
2012,"-775661809508","10588340604","NARIÑO","Ospina",1
2012,"-775664755001","0,919358440058","NARIÑO","Gualmatan",1
2012,"-776007321214","133227290978","NARIÑO","Samaniego",6
2012,"-776178536323","108663901074","NARIÑO","Tuquerres",11
2012,"-776396036189","0,8709910533","NARIÑO","Pupiales",3
2012,"-77646095663","0,829031718872","NARIÑO","Ipiales",26
2012,"-777316556305","0,960368495971","NARIÑO","Guachucal",4
2012,"-777912420697","0,906450846049","NARIÑO","Cumbal",10
2012,"-778646583337","114084161818","NARIÑO","Mallama",2
2012,"-778854667538","257198998096","CAUCA","Guapi",1
2012,"-78789400969","175029972282","NARIÑO","Tumaco",5
2012,"NA","NA","NA","NA",1468
2013,"NA","NA","NA","NA",7578
2014,"NA","NA","NA","NA",8537
2015,"-674855961","618560656721","VICHADA","Puerto carreño",1
2015,"-67918283684","387032554774","GUAINIA","Inirida",1
2015,"-699406798289","-421202316969","AMAZONAS","Leticia",11
2015,"-70035395399943","-14323734428449","AMAZONAS","La pedrera",1
2015,"-702035675603","630339369864","ARAUCA","Cravo norte",1
2015,"-70762773048","707773650197","ARAUCA","Arauca",17
2015,"-711030694296","627986338565","ARAUCA","Puerto rondon",1
2015,"-714276395909","702931365346","ARAUCA","Arauquita",3
2015,"-717436532635","645653811474","ARAUCA","Tame",10
2015,"-717646275436","615639181167","CASANARE","Hato corozal",1
2015,"-718739494778","695387794066","ARAUCA","Saravena",3
2015,"-718917286791","588140262363","CASANARE","Paz de ariporo",1
2015,"-72082954864","431202705989","META","Puerto gaitan",1
2015,"-721060298045","700373327286","BOYACA","Cubara",1
2015,"-722430361521","113774000042","LA GUAJIRA","Maicao",6
2015,"-723937905332","533249117563","CASANARE","Yopal",12
2015,"-724120601319","646292958742","BOYACA","Guican",2
2015,"-724454127648","641037802779","BOYACA","El cocuy",1
2015,"-724589391962","644256891347","BOYACA","Panqueba",1
2015,"-724735580541","618742408063","BOYACA","Chita",3
2015,"-724791068097","729935086688","NORTE DE SANTANDER","Toledo",3
2015,"-724949268328","729939120651","NORTE DE SANTANDER","Labateca",1
2015,"-725055909659","790526711655","NORTE DE SANTANDER","Cucuta",68
2015,"-725525853378","516998543064","CASANARE","Aguazul",1
2015,"-725594378649","631679484036","BOYACA","La uvita",1
2015,"-725847752243","633067803458","BOYACA","Boavita",2
2015,"-726024502906","76025629692","NORTE DE SANTANDER","Chinacota",5
2015,"-726400959977","257047809895","GUAVIARE","San jose del guaviare",3
2015,"-726472817269","761206780961","NORTE DE SANTANDER","Bochalema",1
2015,"-72648211059","737519414845","NORTE DE SANTANDER","Pamplona",11
2015,"-726561980754","771421899786","NORTE DE SANTANDER","Durania",1
2015,"-726833174046","633365418585","BOYACA","Soata",5
2015,"-726916265433","599685874976","BOYACA","Socha",4
2015,"-726956351621","653056931982","SANTANDER","Capitanejo",1
2015,"-727078717765","613152095194","BOYACA","Sativanorte",1
2015,"-72732133306","67021775212","SANTANDER","Malaga",6
2015,"-727333821183","665866422031","SANTANDER","San jose de miranda",1
2015,"-727359193717","863971770051","NORTE DE SANTANDER","Tibu",1
2015,"-727475252291","598807090613","BOYACA","Paz de rio",1
2015,"-727571004622","262379154225","META","Puerto concordia",1
2015,"-727961870689","109531042648","LA GUAJIRA","Barrancas",1
2015,"-727982608119","808058603644","NORTE DE SANTANDER","Sardinata",3
2015,"-728002051309","575283042742","BOYACA","Mongua",1
2015,"-728062102157","580283711498","BOYACA","Gameza",2
2015,"-728320469133","794523586891","NORTE DE SANTANDER","Lourdes",1
2015,"-728448075296","582808297937","BOYACA","Corrales",1
2015,"-728488798848","572336164372","BOYACA","Mongui",1
2015,"-728504714896","108866438","LA GUAJIRA","Fonseca",6
2015,"-728890956447","487941196756","CASANARE","Monterrey",1
2015,"-729122712549","115291254274","LA GUAJIRA","Riohacha",5
2015,"-729216582848","10651063157","LA GUAJIRA","El molino",2
2015,"-72923236899","572486205266","BOYACA","Sogamoso",54
2015,"-729316301644","577845241642","BOYACA","Nobsa",1
2015,"-729477205036","5955976752","BOYACA","Cerinza",1
2015,"-729559283195","409347367871","META","Puerto lopez",2
2015,"-729775939067","10610184984","LA GUAJIRA","Villanueva",2
2015,"-729796484028","561235844867","BOYACA","Iza",1
2015,"-729823863595","587473860404","BOYACA","Santa rosa de viterbo",3
2015,"-73.510987","7.9995799999999999","CESAR","San martin",1
2015,"-73.617560271100004","5.93031783104","ANTIOQUIA","Barbosa",14
2015,"-73.865310346399994","5.55446875145","ANTIOQUIA","Caldas",249
2015,"-73.923303998700007","5.6901643120300003","ANTIOQUIA","Briceño",1
2015,"-730017013871","107707349804","LA GUAJIRA","San juan del cesar",8
2015,"-730133716879","105599833381","LA GUAJIRA","Urumita",1
2015,"-73028834101","103907483154","CESAR","Manaure",2
2015,"-730302686329","581936914099","BOYACA","Duitama",37
2015,"-73050663428","555868752792","BOYACA","Pesca",4
2015,"-730543082606","699547484173","SANTANDER","Piedecuesta",1
2015,"-730766026379","522420661716","BOYACA","San eduardo",1
2015,"-73099121637","707732172043","SANTANDER","Floridablanca",1
2015,"-731167437822","578048910058","BOYACA","Paipa",15
2015,"-731285702201","654927262478","SANTANDER","San gil",8
2015,"-73132325231","712278728534","SANTANDER","Bucaramanga",55
2015,"-73144860988","500775391152","BOYACA","Campohermoso",2
2015,"-7314486261","519594580009","BOYACA","Miraflores",1
2015,"-731466694378","628533512166","SANTANDER","Charala",1
2015,"-731720299685","528434656469","BOYACA","Zetaquira",1
2015,"-731726913052","103864677933","CESAR","La paz",6
2015,"-731807287956","103336927783","CESAR","San diego",1
2015,"-731845174634","556541863786","BOYACA","Toca",3
2015,"-732128638635","437502628853","CUNDINAMARCA","Paratebueno",1
2015,"-732258853682","569072807998","BOYACA","Tuta",3
2015,"-732374314486","100403645547","CESAR","Agustin codazzi",5
2015,"-732415894176","37105344843","META","San carlos de guaroa",1
2015,"-732586483431","104615184337","CESAR","Valledupar",67
2015,"-732611309592","646369097452","SANTANDER","Socorro",2
2015,"-732869854333","843723373402","NORTE DE SANTANDER","Teorama",1
2015,"-732960896762","540952113356","BOYACA","Cienega",1
2015,"-733209067076","63083874905","SANTANDER","Guapota",1
2015,"-733238423344","5634334216","BOYACA","Combita",1
2015,"-733354655533","540117777129","BOYACA","Ramiriqui",3
2015,"-733371949282","846999501786","NORTE DE SANTANDER","Convencion",1
2015,"-733543638186","553937063584","BOYACA","Tunja",75
2015,"-733551957158","824666636498","NORTE DE SANTANDER","Ocaña",14
2015,"-733647669702","508228084885","BOYACA","Garagoa",10
2015,"-733681498024","557754426501","BOYACA","Motavita",1
2015,"-733698003698","488876763021","BOYACA","Chivor",1
2015,"-733731786644","326940842044","META","Puerto lleras",1
2015,"-733870705262","829205395597","CESAR","Rio de oro",1
2015,"-734100182808","687981334011","SANTANDER","San vicente de chucuri",2
2015,"-734288982244","783696761443","CESAR","San alberto",7
2015,"-734396912192","575661447168","BOYACA","Arcabuco",1
2015,"-734403162236","609835314273","SANTANDER","Suaita",1
2015,"-73445010629","509555866963","BOYACA","La capilla",1
2015,"-73454200081","554301842098","BOYACA","Cucaita",1
2015,"-734574526682","521775307518","BOYACA","Umbita",1
2015,"-734722844817","500708724993","BOYACA","Guateque",2
2015,"-734859714562","549262740357","BOYACA","Samaca",1
2015,"-734874864381","426706185387","META","Cumaral",2
2015,"-734885656969","532384575013","BOYACA","Turmeque",1
2015,"-735135719162","593754576969","BOYACA","Togüi",1
2015,"-735264455074","563623795957","BOYACA","Villa de leyva",2
2015,"-735413642738","92003397841","CESAR","Curumani",2
2015,"-735434490918","601961048939","BOYACA","San jose de pare",1
2015,"-735493153358","575196804738","BOYACA","Gachantiva",1
2015,"-735721450529","893887217771","CESAR","Pailitas",1
2015,"-735741080327","587376486789","BOYACA","Moniquira",1
2015,"-735870059442","104149687931","CESAR","Pueblo bello",2
2015,"-736009132147","936137942001","CESAR","Chiriguana",1
2015,"-736013004495","831012096929","CESAR","Aguachica",7
2015,"-736107849968","476258311838","CUNDINAMARCA","Gama",1
2015,"-73626877897","412295758045","META","Villavicencio",86
2015,"-73636486426","481632975702","CUNDINAMARCA","Gacheta",3
2015,"-73662973651","479029733471","CUNDINAMARCA","Junin",2
2015,"-736745204194","600758055992","SANTANDER","Velez",5
2015,"-736775097519","587819149232","SANTANDER","Puente nacional",1
2015,"-736832205258","514485856952","CUNDINAMARCA","Choconta",3
2015,"-736868961185","538359008958","CUNDINAMARCA","Guacheta",1
2015,"-73689021563","382798261678","META","Castilla la nueva",1
2015,"-736959721847","370161052639","META","San martin",5
2015,"-73698477557","35349351906","ANTIOQUIA","Granada",2
2015,"-73698477557","35349351906","META","Granada",5
2015,"-737114452271","530602649574","CUNDINAMARCA","Lenguazaque",1
2015,"-737425300764","832160639331","CESAR","Gamarra",1
2015,"-737629174335","569689929346","BOYACA","Saboya",1
2015,"-737656023437","399101402796","META","Acacias",9
2015,"-73766310612","525059033207","CUNDINAMARCA","Cucunuba",2
2015,"-737701203762","387974360369","META","Guamal",3
2015,"-737914904516","591903257843","SANTANDER","Sucre",1
2015,"-737967351846","50451953391","CUNDINAMARCA","Sesquile",1
2015,"-737983610513","510343692597","CUNDINAMARCA","Suesca",3
2015,"-738090987971","621938700028","SANTANDER","Landazuri",1
2015,"-738130833029","925788108195","CESAR","Chimichagua",2
2015,"-738170325455","42170694586","CUNDINAMARCA","Guayabetal",1
2015,"-738187107146","561485105697","BOYACA","Chiquinquira",10
2015,"-73819612402","530516427858","CUNDINAMARCA","Villa de san diego de ubate",4
2015,"-738333374514","493396486437","CUNDINAMARCA","Guatavita",1
2015,"-738501021221","550477875195","CUNDINAMARCA","Simijaca",2
2015,"-738524943961","706154842252","SANTANDER","Barrancabermeja",9
2015,"-738629352741","432984569491","CUNDINAMARCA","Quetame",3
2015,"-738708009368","336910742699","META","San juan de arama",1
2015,"-738788906876","506759181007","CUNDINAMARCA","Nemocon",1
2015,"-738875918059","519568350829","CUNDINAMARCA","Tausa",1
2015,"-738927335149","448489559982","CUNDINAMARCA","Fomeque",5
2015,"-738981286072","734937400169","SANTANDER","Puerto wilches",1
2015,"-739009831039","534908578768","CUNDINAMARCA","Carmen de carupa",1
2015,"-739388852876","490694243699","CUNDINAMARCA","Sopo",4
2015,"-739392954783","433873601179","CUNDINAMARCA","Fosca",1
2015,"-739465739177","440366546922","CUNDINAMARCA","Caqueza",3
2015,"-739613702508","101491321093","CESAR","El copey",1
2015,"-739649519446","585928066933","SANTANDER","La belleza",3
2015,"-739701238854","472014400857","CUNDINAMARCA","La calera",3
2015,"-739924030664","502348294157","CUNDINAMARCA","Zipaquira",24
2015,"-74.290162590400001","5.2490834127500001","SANTANDER","El peñon",1
2015,"-74.477719533699997","4.0891663934100002","ANTIOQUIA","Venecia",2
2015,"-74.586727982900001","8.9926133575100007","BOLIVAR","Magangue",8
2015,"-74.833449314700005","10.257658450899999","ANTIOQUIA","Concordia",2
2015,"-74.879124833800006","10.459177863300001","VALLE DEL CAUCA","Candelaria",3
2015,"-74002986808","425493902272","CUNDINAMARCA","Gutierrez",1
2015,"-740236365343","492087291414","CUNDINAMARCA","Cajica",1
2015,"-740244023458","352569113573","META","Lejanias",2
2015,"-740443664191","33822458552","META","Mesetas",1
2015,"-740496481882","486580207151","CUNDINAMARCA","Chia",11
2015,"-741029336394","48087009681","CUNDINAMARCA","Cota",2
2015,"-741030009907","553127931395","BOYACA","Muzo",2
2015,"-741139187163","462457504964","BOGOTA D.C","Bogota d.c.",3431
2015,"-741461795404","51508200093","CUNDINAMARCA","Pacho",3
2015,"-741722359631","492837400479","CUNDINAMARCA","Subachoque",1
2015,"-74179166914","552344696291","BOYACA","Quipama",1
2015,"-741858590204","105906724298","MAGDALENA","Aracataca",31
2015,"-741883970496","112257031416","MAGDALENA","Santa marta",12
2015,"-741949015405","458639001648","CUNDINAMARCA","Soacha",10
2015,"-742019793976","470865653894","CUNDINAMARCA","Funza",5
2015,"-742193898159","130930863408","CAQUETA","San vicente del caguan",3
2015,"-742215352836","894870933834","BOLIVAR","Hatillo de loba",1
2015,"-74241368069","110074328111","MAGDALENA","Cienaga",2
2015,"-74258749391","448787134322","CUNDINAMARCA","Sibate",1
2015,"-742667554524","473284520314","CUNDINAMARCA","Madrid",2
2015,"-742966334819057","84924392090635","BOLIVAR","Tiquisio",1
2015,"-743049760038","431027283605","CUNDINAMARCA","Pasca",2
2015,"-743474746121","924098424823","MAGDALENA","San sebastian de buenavista",3
2015,"-743510146905","481224201458","CUNDINAMARCA","Facatativa",18
2015,"-743518163072","461607411706","CUNDINAMARCA","San antonio del tequendama",1
2015,"-743663679701","433774814193","CUNDINAMARCA","Fusagasuga",10
2015,"-743774736098","506941560618","CUNDINAMARCA","Nocaima",1
2015,"-743896312414","46552672945","CUNDINAMARCA","Tena",1
2015,"-744046363087","64900665391","ANTIOQUIA","Puerto berrio",7
2015,"-74404636826","438132922601","CUNDINAMARCA","Silvania",1
2015,"-744257994296","924102197372","BOLIVAR","Mompos",1
2015,"-744329479077","496211397458","CUNDINAMARCA","Sasaima",2
2015,"-744359526602","473092890716","CUNDINAMARCA","Cachipay",1
2015,"-744366988598","487608226929","CUNDINAMARCA","Alban",1
2015,"-74442739512","457826466852","CUNDINAMARCA","El colegio",1
2015,"-744626103179","801924600103","BOLIVAR","Montecristo",4
2015,"-744728933192","500942832997","CUNDINAMARCA","Villeta",6
2015,"-744835295388","519089695391","CUNDINAMARCA","Utica",1
2015,"-744921952724","534357122073","CUNDINAMARCA","Caparrapi",2
2015,"-744997338344","924400707382","MAGDALENA","San zenon",1
2015,"-745229563819","444050176757","CUNDINAMARCA","Viota",1
2015,"-745258510585","844706004447","BOLIVAR","Achi",117
2015,"-745306692069","456299758972","CUNDINAMARCA","Anapoima",2
2015,"-7456741811","932286178066","MAGDALENA","Santa ana",1
2015,"-74567911851","930540280812","BOLIVAR","Talaigua nuevo",1
2015,"-745750541387","597331379456","BOYACA","Puerto boyaca",3
2015,"-745851321578","618204690082","ANTIOQUIA","Puerto nare",1
2015,"-745892974772","452796012335","CUNDINAMARCA","Apulo",1
2015,"-74603414551","507248999376","CUNDINAMARCA","Guaduas",2
2015,"-746205087644","430686374054","CUNDINAMARCA","Nilo",1
2015,"-74621655905","484725315287","CUNDINAMARCA","San juan de rioseco",1
2015,"-746269661858","420542800178","TOLIMA","Melgar",1
2015,"-746278933714","854298963226","SUCRE","Majagual",2
2015,"-746646296726","948407099608","MAGDALENA","Santa barbara de pinto",108
2015,"-746744521523","544389999408","CALDAS","La dorada",3
2015,"-746904627996","70287935872","ANTIOQUIA","Remedios",2
2015,"-746990624579","708108247705","ANTIOQUIA","Segovia",4
2015,"-747417614867","520098204315","TOLIMA","Honda",3
2015,"-747524390475","107580629353","ATLANTICO","Santo tomas",2
2015,"-747537459302","10740602082","ATLANTICO","Palmar de varela",1
2015,"-747592025032","640250922802","ANTIOQUIA","Caracoli",2
2015,"-747763395888","808874643365","ANTIOQUIA","Nechi",1
2015,"-747836448308","979340260608","MAGDALENA","Plato",4
2015,"-747836699476","-0,184973168422","PUTUMAYO","Puerto leguizamo",1
2015,"-74787847715","655311608541","ANTIOQUIA","Maceo",1
2015,"-747923421864","109056320841","ATLANTICO","Soledad",2
2015,"-747932517607","676716219931","ANTIOQUIA","Vegachi",2
2015,"-748028951615","337652482145","HUILA","Colombia",1
2015,"-748047104261","759295465249","ANTIOQUIA","El bagre",12
2015,"-748104629426","430370548896","CUNDINAMARCA","Girardot",3
2015,"-748187880943","109796493947","ATLANTICO","Barranquilla",73
2015,"-748354218238","612831821891","ANTIOQUIA","San carlos",4
2015,"-748411152764","108125654841","ATLANTICO","Malambo",4
2015,"-748411747571","666825257998","ANTIOQUIA","Yali",2
2015,"-748679617402","7488149672","ANTIOQUIA","Zaragoza",1
2015,"-74884169344","502900045806","TOLIMA","Armero",1
2015,"-748842257807","415071173193","TOLIMA","Espinal",8
2015,"-748893354654","520016963007","TOLIMA","Mariquita",1
2015,"-748974337106","353844375037","TOLIMA","Dolores",1
2015,"-749116022877","486105174121","TOLIMA","Lerida",2
2015,"-749138095675","102510248106","BOLIVAR","Calamar",1
2015,"-749181077454","107899331958","ATLANTICO","Baranoa",1
2015,"-749206251244","106338334111","ANTIOQUIA","Sabanalarga",1
2015,"-749206251244","106338334111","ATLANTICO","Sabanalarga",2
2015,"-749266266553","386033814253","TOLIMA","Purificacion",2
2015,"-749293838114","471677806822","TOLIMA","Venadillo",1
2015,"-749325662896","339179995739","TOLIMA","Alpujarra",2
2015,"-74955500479","511932413169","TOLIMA","Falan",1
2015,"-749587617808","109855255232","ATLANTICO","Puerto colombia",1
2015,"-749714950458","402995546446","TOLIMA","Guamo",4
2015,"-749868565054","829872012716","CORDOBA","Ayapel",4
2015,"-749923802605","541307433334","CALDAS","Samana",2
2015,"-75.268165475700002","10.051981853199999","BOLIVAR","Maria la baja",1
2015,"-750135287985","659468858167","ANTIOQUIA","Yolombo",4
2015,"-75016636739","392679713246","TOLIMA","Saldaña",1
2015,"-750222636421","648481184945","ANTIOQUIA","San roque",3
2015,"-750282495206","629394973638","ANTIOQUIA","San rafael",3
2015,"-750313690338","892992440782","SUCRE","San benito abad",2
2015,"-750361949825","515358768839","TOLIMA","Fresno",5
2015,"-750478539726","529865089582","CALDAS","Marquetalia",4
2015,"-750532201721","491611360304","TOLIMA","Libano",10
2015,"-750658449751","0,988639312542","CAQUETA","Solano",1
2015,"-75073147584","690887428957","ANTIOQUIA","Amalfi",4
2015,"-750862390602","653887519896","ANTIOQUIA","Cisneros",2
2015,"-750905960235","362051386577","TOLIMA","Natagaima",1
2015,"-750932838261","463284669704","TOLIMA","Anzoategui",1
2015,"-750946715077","471380797974","TOLIMA","Santa isabel",2
2015,"-750958703911","413388114891","TOLIMA","San luis",1
2015,"-751084892603","71932116063","ANTIOQUIA","Anori",1
2015,"-751211388325","971803422099","BOLIVAR","El carmen de bolivar",1
2015,"-751217447993","983065775253","BOLIVAR","San jacinto",2
2015,"-751245913597","104943070644","ATLANTICO","Repelon",1
2015,"-751390223232","866403584689","SUCRE","San marcos",2
2015,"-751439353034664","107403198534339","ATLANTICO","Piojo",1
2015,"-751500702017","103982507972","BOLIVAR","San estanislao",1
2015,"-751535019918","525410160582","CALDAS","Manzanares",9
2015,"-751556269715","623233737137","ANTIOQUIA","Guatape",4
2015,"-751576575678","654370752206","ANTIOQUIA","Santo domingo",1
2015,"-75159294496","538371851682","CALDAS","Pensilvania",3
2015,"-751749212942","561099552193","ANTIOQUIA","Nariño",109
2015,"-751782250336","507994522497","TOLIMA","Herveo",2
2015,"-751856126097","605788879642","ANTIOQUIA","Cocorna",2
2015,"-751906885946","102331675046","BOLIVAR","Mahates",1
2015,"-751963501468","44396307255","TOLIMA","Ibague",81
2015,"-751985143435","797776036994","ANTIOQUIA","Caucasia",4
2015,"-752123722544","62216831826","ANTIOQUIA","Peñol",3
2015,"-752207941366","393505594095","TOLIMA","Ortega",2
2015,"-752217555544","668411944774","ANTIOQUIA","Gomez plata",3
2015,"-752288076868","952598596406","SUCRE","Ovejas",1
2015,"-752406831254","423948330632","TOLIMA","Rovira",1
2015,"-752411436021","322356323875","HUILA","Aipe",1
2015,"-752429969111","927457243391","SUCRE","San juan de betulia",2
2015,"-752548587698","277789683275","HUILA","Rivera",1
2015,"-75256527061","639397607889","ANTIOQUIA","Concepcion",1
2015,"-752613936054","613596027701","ANTIOQUIA","El santuario",4
2015,"-752779458694","293554559251","HUILA","Neiva",32
2015,"-752920234071","932068414479","SUCRE","Corozal",7
2015,"-753103024361","571278805376","ANTIOQUIA","Sonson",6
2015,"-753260352533","268418035182","HUILA","Campoalegre",1
2015,"-753347960432","627940487148","ANTIOQUIA","San vicente ferrer",1
2015,"-753349479888","688536619294","ANTIOQUIA","Angostura",3
2015,"-75335269012","608497157368","ANTIOQUIA","El carmen de viboral",9
2015,"-753380784357","61735481398","ANTIOQUIA","Marinilla",8
2015,"-753455275963","102572499523","BOLIVAR","Arjona",1
2015,"-753529801717","757506519303","ANTIOQUIA","Caceres",172
2015,"-753557164394","949094661829","SUCRE","Coloso",1
2015,"-753762557551","614622006041","ANTIOQUIA","Rionegro",29
2015,"-75385219416","930015762595","SUCRE","Sincelejo",14
2015,"-753940951645","648588534626","ANTIOQUIA","Donmatias",5
